timeslot;time of day;heatGenerationCoefficientSpaceHeating;heatGenerationCoefficientDHW;temperatureBufferStorage;usableVolumeDHWTank;simulationResult_PVGeneration;simulationResult_RESGeneration;simulationResult_electricalLoad;simulationResult_SurplusPower;simulationResult_costs;Space Heating [W];DHW [W];Electricity [W];thermalDiscomfort;Outside Temperature [C];Price [Cent/kWh];COP (Space Heating);COP (DHW)
1;00:00;0.0;0.2;21.58;132.49;0.0;0.0;722.36;-722.36;-0.54;0.0;0.0;0.0;0.0;-2.0;-1.5;4.08;1.38
2;00:30;0.0;0.0;21.4;132.06;0.0;0.0;121.22;-121.22;-0.09;0.0;0.0;0.0;0.1;-2.0;-1.5;4.08;1.38
3;01:00;0.0;0.0;21.2;131.63;0.0;0.0;123.86;-123.86;-0.23;0.0;0.0;0.0;0.3;-2.05;-3.7;4.07;1.37
4;01:30;1.0;0.0;21.92;131.2;0.0;0.0;3123.17;-3123.17;-5.78;0.0;0.0;0.0;0.0;-2.15;-3.7;4.05;1.35
5;02:00;0.24;0.0;21.92;130.77;0.0;0.0;860.98;-860.98;-2.45;0.0;0.0;0.0;0.0;-2.3;-5.7;4.03;1.33
6;02:30;0.26;0.0;21.92;130.34;0.0;0.0;913.94;-913.94;-2.6;0.0;0.0;0.0;0.0;-2.5;-5.7;3.99;1.29
7;03:00;0.28;0.0;21.92;129.91;0.0;0.0;981.85;-981.85;-3.29;0.0;0.0;0.0;0.0;-2.72;-6.7;3.95;1.25
8;03:30;0.29;0.0;21.92;129.48;0.0;0.0;1030.36;-1030.36;-3.45;0.0;0.0;0.0;0.0;-2.97;-6.7;3.91;1.21
9;04:00;0.31;0.0;21.92;129.05;0.0;0.0;1212.71;-1212.71;-3.46;0.0;0.0;0.0;0.0;-3.24;-5.7;3.86;1.16
10;04:30;0.32;0.0;21.92;128.62;0.0;0.0;1531.22;-1531.22;-4.36;0.0;0.0;0.0;0.0;-3.54;-5.7;3.8;1.1
11;05:00;0.36;0.0;21.92;128.19;0.0;0.0;1912.97;-1912.97;-2.2;0.0;0.0;0.0;0.0;-3.8;-2.3;3.76;1.06
12;05:30;0.42;0.0;21.92;127.76;0.0;0.0;2319.91;-2319.91;-2.67;0.0;0.0;0.0;0.0;-4.0;-2.3;3.72;1.02
13;06:00;0.48;0.0;21.92;127.32;0.0;0.0;2475.14;-2475.14;-32.92;0.0;0.0;0.0;0.0;-4.27;-26.6;3.67;1.0
14;06:30;0.54;0.0;21.92;126.89;0.0;0.0;2348.34;-2348.34;-31.23;0.0;0.0;0.0;0.0;-4.62;-26.6;3.61;1.0
15;07:00;0.56;0.0;21.92;84.79;0.0;0.0;2216.48;-2216.48;-20.5;0.0;0.0;0.0;0.0;-4.87;-18.5;3.56;1.0
16;07:30;0.0;1.0;21.47;94.2;0.0;0.0;3424.27;-3424.27;-31.67;0.0;0.0;0.0;0.03;-5.02;-18.5;3.54;1.0
17;08:00;1.0;0.0;21.8;93.57;0.0;0.0;3313.47;-3313.47;-14.08;0.0;0.0;0.0;0.0;-5.34;-8.5;3.48;1.0
18;08:30;0.64;0.0;21.8;87.72;0.0;0.0;2150.0;-2150.0;-9.14;0.0;0.0;0.0;0.0;-5.84;-8.5;3.39;1.0
19;09:00;0.66;0.0;21.8;87.28;0.0;0.0;2299.22;-2299.22;-0.11;0.0;0.0;0.0;0.0;-6.03;-0.1;3.36;1.0
