timeslot;time of day;simulationResult_electricalLoad_combined;simulationResult_RESGeneration_combined;simulationResult_PVGeneration_combined;simulationResult_SurplusEnergy_combined;simulationResult_costs_combined
1;00:00;21978.99;0.0;0.0;0.0;109.89
2;00:30;27647.14;0.0;0.0;0.0;138.24
3;01:00;22542.75;0.0;0.0;0.0;134.13
4;01:30;24749.46;0.0;0.0;0.0;147.26
5;02:00;62832.99;0.0;0.0;0.0;301.6
6;02:30;44858.34;0.0;0.0;0.0;215.32
7;03:00;174557.61;0.0;0.0;0.0;680.77
8;03:30;174557.72;0.0;0.0;0.0;680.78
9;04:00;174558.85;0.0;0.0;0.0;759.33
10;04:30;174559.42;0.0;0.0;0.0;759.33
11;05:00;123238.97;0.0;0.0;0.0;554.58
12;05:30;157152.96;0.0;0.0;0.0;707.19
13;06:00;92227.52;0.0;0.0;0.0;853.1
14;06:30;140210.08;0.0;0.0;0.0;1296.94
15;07:00;56256.53;0.0;0.0;0.0;916.98
16;07:30;47757.17;0.0;0.0;0.0;778.44
17;08:00;42488.1;0.0;0.0;0.0;603.33
18;08:30;41378.04;0.0;0.0;0.0;587.57
19;09:00;174558.23;0.0;0.0;0.0;2330.35
20;09:30;174559.98;0.0;0.0;0.0;2330.38
21;10:00;174558.25;0.0;0.0;0.0;2347.81
22;10:30;174560.08;0.0;0.0;0.0;2347.83
23;11:00;66978.95;0.0;0.0;0.0;1008.03
24;11:30;73704.83;0.0;0.0;0.0;1109.26
25;12:00;75123.81;0.0;0.0;0.0;1108.08
26;12:30;70743.47;0.0;0.0;0.0;1043.47
27;13:00;82496.41;0.0;0.0;0.0;1171.45
28;13:30;83841.32;0.0;0.0;0.0;1190.55
29;14:00;174556.77;0.0;0.0;0.0;2408.88
30;14:30;174558.17;0.0;0.0;0.0;2408.9
31;15:00;98636.28;0.0;0.0;0.0;1375.98
32;15:30;174558.44;0.0;0.0;0.0;2435.09
33;16:00;109104.55;0.0;0.0;0.0;1554.74
34;16:30;106856.01;0.0;0.0;0.0;1522.7
35;17:00;58025.33;0.0;0.0;0.0;925.5
36;17:30;57088.93;0.0;0.0;0.0;910.57
37;18:00;59343.42;0.0;0.0;0.0;925.76
38;18:30;64127.32;0.0;0.0;0.0;1000.39
39;19:00;69680.33;0.0;0.0;0.0;1111.4
40;19:30;80444.62;0.0;0.0;0.0;1283.09
41;20:00;98464.77;0.0;0.0;0.0;1403.12
42;20:30;117655.51;0.0;0.0;0.0;1676.59
43;21:00;122592.75;0.0;0.0;0.0;1538.54
44;21:30;111838.97;0.0;0.0;0.0;1403.58
45;22:00;80408.05;0.0;0.0;0.0;804.08
46;22:30;59018.0;0.0;0.0;0.0;590.18
47;23:00;84957.65;0.0;0.0;0.0;556.47
48;23:30;54725.13;0.0;0.0;0.0;358.45
