timeslot;time of day;heatGenerationCoefficientSpaceHeating;heatGenerationCoefficientDHW;chargingPowerEV;temperatureBufferStorage;usableVolumeDHWTank;simulationResult_SOCofEV;simulationResult_energyLevelOfEV;simulationResult_PVGeneration;simulationResult_RESGeneration;simulationResult_electricalLoad;simulationResult_SurplusPower;simulationResult_costs;Space Heating [W];DHW [W];Electricity [W];Availability of the EV;Energy Consumption of the EV;thermalDiscomfort;Outside Temperature [C];Price [Cent/kWh];COP (Space Heating);COP (DHW);numberOfStarts_HP;HP_isRunning
1;00:00;0.0;0.2;4700.0;21.58;132.49;43.49;26.09;0.0;0.0;5623.11;-5623.11;-4.22;2191.6;0.0;323.1;1.0;0.0;0.0;-2.0;-1.5;4.08;1.38;0.0;0.0
2;00:30;0.0;0.0;0.0;21.43;132.06;43.49;26.09;0.0;0.0;183.35;-183.35;-0.14;1942.7;0.0;183.4;1.0;0.0;0.07;-2.0;-1.5;4.08;1.38;0.0;0.0
3;01:00;0.0;0.0;0.0;21.28;131.63;43.49;26.09;0.0;0.0;112.77;-112.77;-0.21;1859.5;0.0;112.8;1.0;0.0;0.22;-2.05;-3.7;4.07;1.37;0.0;0.0
4;01:30;1.0;0.0;0.0;22.06;131.2;43.49;26.09;0.0;0.0;3116.14;-3116.14;-5.76;1953.2;0.0;116.1;1.0;0.0;0.0;-2.15;-3.7;4.05;1.35;0.0;0.0
5;02:00;0.2;0.0;0.0;22.07;130.77;43.49;26.09;0.0;0.0;715.98;-715.98;-2.04;2167.9;0.0;116.0;1.0;0.0;0.0;-2.3;-5.7;4.03;1.33;0.0;0.0
6;02:30;0.2;0.0;0.0;22.06;130.34;43.49;26.09;0.0;0.0;712.05;-712.05;-2.03;2511.9;0.0;112.1;1.0;0.0;0.0;-2.5;-5.7;3.99;1.29;0.0;0.0
7;03:00;0.2;0.0;0.0;22.02;129.91;43.49;26.09;0.0;0.0;715.25;-715.25;-2.4;2912.8;0.0;115.2;1.0;0.0;0.0;-2.72;-6.7;3.95;1.25;0.0;0.0
8;03:30;0.2;0.0;0.0;21.93;129.48;43.49;26.09;0.0;0.0;726.05;-726.05;-2.43;3374.8;0.0;126.1;1.0;0.0;0.0;-2.97;-6.7;3.91;1.21;0.0;0.0
9;04:00;0.32;0.0;0.0;21.93;129.05;43.49;26.09;0.0;0.0;1089.26;-1089.26;-3.1;3613.6;0.0;140.4;1.0;0.0;0.0;-3.24;-5.7;3.86;1.16;0.0;0.0
10;04:30;0.32;0.0;0.0;21.93;128.62;43.49;26.09;0.0;0.0;1121.04;-1121.04;-3.19;3613.9;0.0;158.6;1.0;0.0;0.0;-3.54;-5.7;3.8;1.1;0.0;0.0
11;05:00;0.32;0.0;0.0;21.93;128.19;43.49;26.09;0.0;0.0;1288.95;-1288.95;-1.48;3586.0;0.0;322.4;1.0;0.0;0.0;-3.8;-2.3;3.76;1.06;0.0;0.0
12;05:30;0.32;0.0;0.0;21.93;127.76;43.49;26.09;0.0;0.0;1601.98;-1601.98;-1.84;3527.9;0.0;641.7;1.0;0.0;0.0;-4.0;-2.3;3.72;1.02;0.0;0.0
13;06:00;0.53;0.0;0.0;22.09;127.32;43.49;26.09;0.0;0.0;2497.71;-2497.71;-33.22;3785.3;0.0;901.4;1.0;0.0;0.0;-4.27;-26.6;3.67;1.0;0.0;0.0
14;06:30;0.71;0.0;0.0;22.34;126.89;43.49;26.09;0.0;0.0;3221.38;-3221.38;-42.84;4379.9;0.0;1097.5;1.0;0.0;0.0;-4.62;-26.6;3.61;1.0;0.0;0.0
15;07:00;0.8;0.0;0.0;22.62;116.39;43.49;26.09;0.0;0.0;3423.38;-3423.38;-31.67;4773.2;1052.5;1034.9;1.0;0.0;0.12;-4.87;-18.5;3.56;1.0;0.0;0.0
16;07:30;0.96;0.0;0.0;23.02;115.96;43.49;26.09;0.0;0.0;3579.65;-3579.65;-33.11;4951.3;0.0;695.7;0.5;0.0;0.52;-5.02;-18.5;3.54;1.0;0.0;0.0
17;08:00;0.52;0.0;0.0;23.02;115.53;42.96;25.77;0.0;0.0;2049.28;-2049.28;-8.71;5409.8;0.0;481.1;0.0;1145454.5454545456;0.52;-5.34;-8.5;3.48;1.0;0.0;0.0
18;08:30;0.61;0.0;0.0;23.02;115.1;42.43;25.46;0.0;0.0;2233.49;-2233.49;-9.49;6168.1;0.0;399.9;0.0;1145454.5454545456;0.52;-5.84;-8.5;3.39;1.0;0.0;0.0
19;09:00;0.68;0.0;0.0;23.02;114.67;41.89;25.14;0.0;0.0;2338.7;-2338.7;-0.12;6758.7;0.0;310.8;0.0;1145454.5454545456;0.52;-6.03;-0.1;3.36;1.0;0.0;0.0
20;09:30;0.71;0.0;0.0;23.02;114.24;41.36;24.82;0.0;0.0;2346.61;-2346.61;-0.12;7170.0;0.0;213.3;0.0;1145454.5454545456;0.52;-5.88;-0.1;3.38;1.0;0.0;0.0
