timeslot;time of day;simulationResult_electricalLoad_combined;simulationResult_RESGeneration_combined;simulationResult_PVGeneration_combined;simulationResult_SurplusEnergy_combined;simulationResult_costs_combined
1;00:00;35176.59;0.0;0.0;0.0;175.88
2;00:30;31552.84;0.0;0.0;0.0;157.76
3;01:00;14328.15;0.0;0.0;0.0;85.25
4;01:30;22349.46;0.0;0.0;0.0;132.98
5;02:00;138492.69;0.0;0.0;0.0;664.76
6;02:30;110811.6;0.0;0.0;0.0;531.9
7;03:00;138493.71;0.0;0.0;0.0;540.13
8;03:30;138492.54;0.0;0.0;0.0;540.12
9;04:00;138491.61;0.0;0.0;0.0;602.44
10;04:30;138492.28;0.0;0.0;0.0;602.44
11;05:00;138492.18;0.0;0.0;0.0;623.21
12;05:30;138492.06;0.0;0.0;0.0;623.21
13;06:00;94026.02;0.0;0.0;0.0;869.74
14;06:30;138492.28;0.0;0.0;0.0;1281.05
15;07:00;59256.53;0.0;0.0;0.0;965.88
16;07:30;50757.17;0.0;0.0;0.0;827.34
17;08:00;45488.1;0.0;0.0;0.0;645.93
18;08:30;138492.54;0.0;0.0;0.0;1966.59
19;09:00;138493.13;0.0;0.0;0.0;1848.88
20;09:30;138493.68;0.0;0.0;0.0;1848.89
21;10:00;138491.95;0.0;0.0;0.0;1862.72
22;10:30;138494.08;0.0;0.0;0.0;1862.75
23;11:00;67578.95;0.0;0.0;0.0;1017.06
24;11:30;74304.83;0.0;0.0;0.0;1118.29
25;12:00;75723.81;0.0;0.0;0.0;1116.93
26;12:30;71343.47;0.0;0.0;0.0;1052.32
27;13:00;138494.11;0.0;0.0;0.0;1966.62
28;13:30;128890.82;0.0;0.0;0.0;1830.25
29;14:00;138493.47;0.0;0.0;0.0;1911.21
30;14:30;138493.37;0.0;0.0;0.0;1911.21
31;15:00;138493.68;0.0;0.0;0.0;1931.99
32;15:30;138492.14;0.0;0.0;0.0;1931.97
33;16:00;108945.85;0.0;0.0;0.0;1552.48
34;16:30;106759.41;0.0;0.0;0.0;1521.32
35;17:00;58025.33;0.0;0.0;0.0;925.5
36;17:30;57688.93;0.0;0.0;0.0;920.14
37;18:00;59943.42;0.0;0.0;0.0;935.12
38;18:30;67727.32;0.0;0.0;0.0;1056.55
39;19:00;70280.33;0.0;0.0;0.0;1120.97
40;19:30;78044.62;0.0;0.0;0.0;1244.81
41;20:00;99072.27;0.0;0.0;0.0;1411.78
42;20:30;117655.51;0.0;0.0;0.0;1676.59
43;21:00;123466.95;0.0;0.0;0.0;1549.51
44;21:30;111811.67;0.0;0.0;0.0;1403.24
45;22:00;73997.65;0.0;0.0;0.0;739.98
46;22:30;59618.0;0.0;0.0;0.0;596.18
47;23:00;77591.15;0.0;0.0;0.0;508.22
48;23:30;66546.03;0.0;0.0;0.0;435.88
