timeslot;time of day;simulationResult_electricalLoad_combined;simulationResult_RESGeneration_combined;simulationResult_PVGeneration_combined;simulationResult_SurplusEnergy_combined;simulationResult_costs_combined
1;00:00;108513.69;0.0;0.0;0.0;542.57
2;00:30;101931.94;0.0;0.0;0.0;509.66
3;01:00;50537.55;0.0;0.0;0.0;300.7
4;01:30;54015.06;0.0;0.0;0.0;321.39
5;02:00;108513.69;0.0;0.0;0.0;520.87
6;02:30;108513.0;0.0;0.0;0.0;520.86
7;03:00;108512.91;0.0;0.0;0.0;423.2
8;03:30;108513.54;0.0;0.0;0.0;423.2
9;04:00;108512.61;0.0;0.0;0.0;472.03
10;04:30;108511.18;0.0;0.0;0.0;472.02
11;05:00;108512.28;0.0;0.0;0.0;488.31
12;05:30;108512.16;0.0;0.0;0.0;488.3
13;06:00;108514.82;0.0;0.0;0.0;1003.76
14;06:30;108511.78;0.0;0.0;0.0;1003.73
15;07:00;68256.53;0.0;0.0;0.0;1112.58
16;07:30;61678.67;0.0;0.0;0.0;1005.36
17;08:00;108511.8;0.0;0.0;0.0;1540.87
18;08:30;108510.84;0.0;0.0;0.0;1540.85
19;09:00;108512.03;0.0;0.0;0.0;1448.64
20;09:30;108513.48;0.0;0.0;0.0;1448.65
21;10:00;108513.55;0.0;0.0;0.0;1459.51
22;10:30;108513.28;0.0;0.0;0.0;1459.5
23;11:00;108511.85;0.0;0.0;0.0;1633.1
24;11:30;108512.33;0.0;0.0;0.0;1633.11
25;12:00;108511.71;0.0;0.0;0.0;1600.55
26;12:30;108511.07;0.0;0.0;0.0;1600.54
27;13:00;108513.31;0.0;0.0;0.0;1540.89
28;13:30;108511.52;0.0;0.0;0.0;1540.86
29;14:00;108513.57;0.0;0.0;0.0;1497.49
30;14:30;108512.27;0.0;0.0;0.0;1497.47
31;15:00;108512.28;0.0;0.0;0.0;1513.75
32;15:30;108512.54;0.0;0.0;0.0;1513.75
33;16:00;108513.25;0.0;0.0;0.0;1546.31
34;16:30;108513.21;0.0;0.0;0.0;1546.31
35;17:00;108512.93;0.0;0.0;0.0;1730.78
36;17:30;57088.93;0.0;0.0;0.0;910.57
37;18:00;89396.22;0.0;0.0;0.0;1394.58
38;18:30;69905.62;0.0;0.0;0.0;1090.53
39;19:00;70289.33;0.0;0.0;0.0;1121.11
40;19:30;83292.82;0.0;0.0;0.0;1328.52
41;20:00;108512.97;0.0;0.0;0.0;1546.31
42;20:30;127900.21;0.0;0.0;0.0;1822.58
43;21:00;124015.95;0.0;0.0;0.0;1556.4
44;21:30;110243.57;0.0;0.0;0.0;1383.56
45;22:00;101738.35;0.0;0.0;0.0;1017.38
46;22:30;35618.0;0.0;0.0;0.0;356.18
47;23:00;97076.15;0.0;0.0;0.0;635.85
48;23:30;44621.43;0.0;0.0;0.0;292.27
