timeslot;time of day;simulationResult_electricalLoad_combined;simulationResult_RESGeneration_combined;simulationResult_PVGeneration_combined;simulationResult_SurplusEnergy_combined;simulationResult_costs_combined
1;00:00;100023.39;0.0;0.0;0.0;500.12
2;00:30;100024.24;0.0;0.0;0.0;500.12
3;01:00;77149.05;0.0;0.0;0.0;459.04
4;01:30;100023.36;0.0;0.0;0.0;595.14
5;02:00;100023.39;0.0;0.0;0.0;480.11
6;02:30;100022.4;0.0;0.0;0.0;480.11
7;03:00;100023.51;0.0;0.0;0.0;390.09
8;03:30;100025.64;0.0;0.0;0.0;390.1
9;04:00;100023.21;0.0;0.0;0.0;435.1
10;04:30;100022.08;0.0;0.0;0.0;435.1
11;05:00;100023.78;0.0;0.0;0.0;450.11
12;05:30;100023.36;0.0;0.0;0.0;450.11
13;06:00;100024.82;0.0;0.0;0.0;925.23
14;06:30;100025.08;0.0;0.0;0.0;925.23
15;07:00;100023.23;0.0;0.0;0.0;1630.38
16;07:30;100024.97;0.0;0.0;0.0;1630.41
17;08:00;100023.6;0.0;0.0;0.0;1420.34
18;08:30;100023.54;0.0;0.0;0.0;1420.33
19;09:00;100023.23;0.0;0.0;0.0;1335.31
20;09:30;100023.78;0.0;0.0;0.0;1335.32
21;10:00;100024.45;0.0;0.0;0.0;1345.33
22;10:30;100023.28;0.0;0.0;0.0;1345.31
23;11:00;100023.35;0.0;0.0;0.0;1505.35
24;11:30;100024.43;0.0;0.0;0.0;1505.37
25;12:00;100024.41;0.0;0.0;0.0;1475.36
26;12:30;100023.77;0.0;0.0;0.0;1475.35
27;13:00;100023.91;0.0;0.0;0.0;1420.34
28;13:30;100022.72;0.0;0.0;0.0;1420.32
29;14:00;100023.87;0.0;0.0;0.0;1380.33
30;14:30;100022.57;0.0;0.0;0.0;1380.31
31;15:00;100024.08;0.0;0.0;0.0;1395.34
32;15:30;100023.44;0.0;0.0;0.0;1395.33
33;16:00;100023.85;0.0;0.0;0.0;1425.34
34;16:30;100023.51;0.0;0.0;0.0;1425.33
35;17:00;100023.23;0.0;0.0;0.0;1595.37
36;17:30;100024.03;0.0;0.0;0.0;1595.38
37;18:00;100023.72;0.0;0.0;0.0;1560.37
38;18:30;100023.82;0.0;0.0;0.0;1560.37
39;19:00;100024.13;0.0;0.0;0.0;1595.38
40;19:30;100024.42;0.0;0.0;0.0;1595.39
41;20:00;100023.57;0.0;0.0;0.0;1425.34
42;20:30;125874.01;0.0;0.0;0.0;1793.7
43;21:00;125873.85;0.0;0.0;0.0;1579.72
44;21:30;107373.47;0.0;0.0;0.0;1347.54
45;22:00;97191.85;0.0;0.0;0.0;971.92
46;22:30;34418.0;0.0;0.0;0.0;344.18
47;23:00;97776.65;0.0;0.0;0.0;640.44
48;23:30;47621.43;0.0;0.0;0.0;311.92
