timeslot;time of day;heatGenerationCoefficientSpaceHeating;temperatureBufferStorage;simulationResult_PVGeneration;simulationResult_RESGeneration;simulationResult_electricalLoad;simulationResult_SurplusPower;simulationResult_costs;Space Heating [W];Electricity [W];thermalDiscomfort;Outside Temperature [C];Price [Cent/kWh];COP (Space Heating);numberOfStarts_HP;HP_isRunning
1;00:00;0.0;21.61;0.0;0.0;2851.55;-2851.55;14.26;11525.3;2851.6;0.0;-1.1;10.0;4.24;0.0;0.0
2;00:30;0.0;21.49;0.0;0.0;2685.1;-2685.1;13.43;9944.0;2685.1;0.01;-1.1;10.0;4.24;0.0;0.0
3;01:00;0.2;21.53;0.0;0.0;5373.17;-5373.17;31.97;8933.3;2373.2;0.0;-1.1;11.9;4.24;0.0;0.0
4;01:30;0.97;22.16;0.0;0.0;16502.22;-16502.22;98.19;8532.7;1905.7;0.0;-1.1;11.9;4.24;0.0;0.0
5;02:00;0.2;22.21;0.0;0.0;4634.52;-4634.52;22.25;8440.9;1634.5;0.0;-1.15;9.6;4.23;0.0;0.0
6;02:30;0.2;22.26;0.0;0.0;4573.09;-4573.09;21.95;8679.4;1573.1;0.0;-1.25;9.6;4.22;0.0;0.0
7;03:00;0.2;22.29;0.0;0.0;4503.77;-4503.77;17.56;9602.1;1503.8;0.0;-1.28;7.8;4.21;0.0;0.0
8;03:30;0.47;22.51;0.0;0.0;8432.51;-8432.51;32.89;11256.2;1426.0;0.01;-1.23;7.8;4.22;0.0;0.0
9;04:00;0.59;22.8;0.0;0.0;10508.44;-10508.44;45.71;12779.0;1584.9;0.3;-1.18;8.7;4.23;0.0;0.0
10;04:30;0.23;22.8;0.0;0.0;5391.36;-5391.36;23.45;14161.4;1996.9;0.3;-1.13;8.7;4.24;0.0;0.0
11;05:00;0.26;22.8;0.0;0.0;6101.97;-6101.97;27.46;16059.8;2271.0;0.3;-1.05;9.0;4.25;0.0;0.0
12;05:30;0.22;22.75;0.0;0.0;5730.78;-5730.78;25.79;18510.0;2397.8;0.25;-0.95;9.0;4.27;0.0;0.0
13;06:00;0.2;22.66;0.0;0.0;6163.61;-6163.61;57.01;19582.1;3163.6;0.16;-0.88;18.5;4.28;0.0;0.0
14;06:30;0.2;22.59;0.0;0.0;7612.52;-7612.52;70.42;19181.1;4612.5;0.09;-0.83;18.5;4.29;0.0;0.0
15;07:00;0.2;22.5;0.0;0.0;8352.73;-8352.73;136.15;19869.7;5352.7;0.0;-0.8;32.6;4.3;0.0;0.0
16;07:30;0.2;22.39;0.0;0.0;8335.35;-8335.35;135.87;21723.0;5335.4;0.0;-0.8;32.6;4.3;0.0;0.0
17;08:00;0.2;22.27;0.0;0.0;7829.68;-7829.68;111.18;23265.0;4829.7;0.0;-0.78;28.4;4.3;0.0;0.0
18;08:30;0.2;22.13;0.0;0.0;6802.05;-6802.05;96.59;24474.3;3802.0;0.0;-0.73;28.4;4.31;0.0;0.0
19;09:00;0.2;21.99;0.0;0.0;6547.82;-6547.82;87.41;24514.0;3547.8;0.0;-0.68;26.7;4.32;0.0;0.0
20;09:30;0.2;21.86;0.0;0.0;7120.32;-7120.32;95.06;23303.4;4120.3;0.0;-0.63;26.7;4.33;0.0;0.0
21;10:00;0.2;21.73;0.0;0.0;7166.51;-7166.51;96.39;23864.0;4166.5;0.0;-0.58;26.9;4.34;0.0;0.0
22;10:30;0.2;21.57;0.0;0.0;6650.11;-6650.11;89.44;26317.8;3650.1;0.0;-0.53;26.9;4.35;0.0;0.0
23;11:00;0.2;21.4;0.0;0.0;6258.05;-6258.05;94.18;26737.7;3258.0;0.1;-0.5;30.1;4.35;0.0;0.0
24;11:30;0.2;21.26;0.0;0.0;5998.92;-5998.92;90.28;24983.4;2998.9;0.24;-0.5;30.1;4.35;0.0;0.0
25;12:00;0.28;21.2;0.0;0.0;7111.16;-7111.16;104.89;23006.8;2866.2;0.3;-0.52;29.5;4.35;0.0;0.0
26;12:30;0.32;21.2;0.0;0.0;7714.98;-7714.98;113.8;20792.6;2868.5;0.3;-0.57;29.5;4.34;0.0;0.0
27;13:00;0.29;21.2;0.0;0.0;8221.17;-8221.17;116.74;18870.0;3803.7;0.3;-0.65;28.4;4.32;0.0;0.0
28;13:30;0.27;21.2;0.0;0.0;9796.55;-9796.55;139.11;17258.9;5736.0;0.3;-0.75;28.4;4.31;0.0;0.0
29;14:00;0.28;21.2;0.0;0.0;10192.16;-10192.16;140.65;17504.7;6056.7;0.3;-0.85;27.6;4.29;0.0;0.0
30;14:30;0.44;21.3;0.0;0.0;11261.85;-11261.85;155.41;19735.3;4654.4;0.2;-0.95;27.6;4.27;0.0;0.0
31;15:00;0.2;21.2;0.0;0.0;7380.17;-7380.17;102.95;20818.9;4380.2;0.3;-0.98;27.9;4.26;0.0;0.0
32;15:30;0.45;21.3;0.0;0.0;12096.41;-12096.41;168.74;20676.3;5311.9;0.2;-0.93;27.9;4.27;0.0;0.0
33;16:00;0.2;21.2;0.0;0.0;8995.98;-8995.98;128.19;20674.9;5996.0;0.3;-0.95;28.5;4.27;0.0;0.0
34;16:30;0.33;21.2;0.0;0.0;11366.79;-11366.79;161.98;20824.2;6415.3;0.3;-1.05;28.5;4.25;0.0;0.0
35;17:00;0.32;21.2;0.0;0.0;10959.44;-10959.44;174.8;20275.8;6117.4;0.3;-1.15;31.9;4.23;0.0;0.0
36;17:30;0.3;21.2;0.0;0.0;9609.99;-9609.99;153.28;18981.3;5053.0;0.3;-1.25;31.9;4.22;0.0;0.0
37;18:00;0.29;21.2;0.0;0.0;10026.46;-10026.46;156.41;18291.7;5619.5;0.3;-1.32;31.2;4.2;0.0;0.0
38;18:30;0.29;21.2;0.0;0.0;12334.84;-12334.84;192.42;18248.5;7929.3;0.3;-1.37;31.2;4.19;0.0;0.0
39;19:00;0.3;21.2;0.0;0.0;13164.34;-13164.34;209.97;18845.6;8614.8;0.3;-1.38;31.9;4.19;0.0;0.0
40;19:30;0.37;21.24;0.0;0.0;13139.44;-13139.44;209.57;20127.0;7563.9;0.26;-1.33;31.9;4.2;0.0;0.0
41;20:00;0.27;21.2;0.0;0.0;11739.47;-11739.47;167.29;20064.6;7643.0;0.3;-1.32;28.5;4.2;0.0;0.0
42;20:30;0.3;21.2;0.0;0.0;13411.88;-13411.88;191.12;18565.9;8929.9;0.3;-1.37;28.5;4.19;0.0;0.0
43;21:00;0.27;21.2;0.0;0.0;12376.16;-12376.16;155.32;16749.8;8323.2;0.3;-1.4;25.1;4.19;0.0;0.0
44;21:30;0.24;21.2;0.0;0.0;9230.71;-9230.71;115.85;14594.4;5692.2;0.3;-1.4;25.1;4.19;0.0;0.0
45;22:00;0.23;21.21;0.0;0.0;7745.17;-7745.17;77.45;13396.8;4242.7;0.29;-1.47;20.0;4.17;0.0;0.0
46;22:30;0.2;21.2;0.0;0.0;7056.04;-7056.04;70.56;13223.0;4056.0;0.3;-1.62;20.0;4.15;0.0;0.0
47;23:00;0.61;21.49;0.0;0.0;12780.63;-12780.63;83.71;12730.0;3647.1;0.01;-1.75;13.1;4.13;0.0;0.0
48;23:30;0.0;21.35;0.0;0.0;3000.62;-3000.62;19.65;11895.8;3000.6;0.0;-1.85;13.1;4.11;0.0;0.0
