timeslot;time of day;heatGenerationCoefficientSpaceHeating;heatGenerationCoefficientDHW;chargingPowerEV;temperatureBufferStorage;usableVolumeDHWTank;simulationResult_SOCofEV;simulationResult_energyLevelOfEV;simulationResult_PVGeneration;simulationResult_RESGeneration;simulationResult_electricalLoad;simulationResult_SurplusPower;simulationResult_costs;Space Heating [W];DHW [W];Electricity [W];Availability of the EV;Energy Consumption of the EV;thermalDiscomfort;Outside Temperature [C];Price [Cent/kWh];COP (Space Heating);COP (DHW);numberOfStarts_HP;HP_isRunning
1;00:00;0.0;0.2;4700.0;21.59;132.49;43.49;26.09;0.0;0.0;5430.16;-5430.16;-4.07;1994.2;0.0;130.2;1.0;0.0;0.0;-2.0;-1.5;4.08;1.38;0.0;0.0
2;00:30;0.0;0.0;0.0;21.39;132.06;43.49;26.09;0.0;0.0;134.29;-134.29;-0.1;2586.5;0.0;134.3;1.0;0.0;0.11;-2.0;-1.5;4.08;1.38;0.0;0.0
3;01:00;1.0;0.0;0.0;22.09;131.63;43.49;26.09;0.0;0.0;3126.22;-3126.22;-5.78;3018.9;0.0;126.2;1.0;0.0;0.0;-2.05;-3.7;4.07;1.37;0.0;0.0
4;01:30;0.2;0.0;0.0;22.03;131.2;43.49;26.09;0.0;0.0;708.8;-708.8;-1.31;3203.4;0.0;108.8;1.0;0.0;0.0;-2.15;-3.7;4.05;1.35;0.0;0.0
5;02:00;0.59;0.0;0.0;22.32;130.77;43.49;26.09;0.0;0.0;1869.68;-1869.68;-5.33;3217.9;0.0;110.0;1.0;0.0;0.0;-2.3;-5.7;4.03;1.33;0.0;0.0
6;02:30;0.56;0.0;0.0;22.6;130.34;43.49;26.09;0.0;0.0;1812.42;-1812.42;-5.17;3050.0;0.0;129.7;1.0;0.0;0.1;-2.5;-5.7;3.99;1.29;0.0;0.0
7;03:00;0.27;0.0;0.0;22.6;129.91;43.49;26.09;0.0;0.0;944.87;-944.87;-3.17;3116.0;0.0;144.7;1.0;0.0;0.1;-2.72;-6.7;3.95;1.25;0.0;0.0
8;03:30;0.3;0.0;0.0;22.6;129.48;43.49;26.09;0.0;0.0;1051.06;-1051.06;-3.52;3427.0;0.0;162.0;1.0;0.0;0.1;-2.97;-6.7;3.91;1.21;0.0;0.0
9;04:00;0.33;0.0;0.0;22.6;129.05;43.49;26.09;0.0;0.0;1258.57;-1258.57;-3.59;3714.8;0.0;283.5;1.0;0.0;0.1;-3.24;-5.7;3.86;1.16;0.0;0.0
10;04:30;0.36;0.0;0.0;22.6;128.62;43.49;26.09;0.0;0.0;1581.51;-1581.51;-4.51;4017.7;0.0;512.9;1.0;0.0;0.1;-3.54;-5.7;3.8;1.1;0.0;0.0
