timeslot;time of day;heatGenerationCoefficientSpaceHeating;temperatureBufferStorage;simulationResult_PVGeneration;simulationResult_RESGeneration;simulationResult_electricalLoad;simulationResult_SurplusPower;simulationResult_costs;Space Heating [W];Electricity [W];thermalDiscomfort;Outside Temperature [C];Price [Cent/kWh];COP (Space Heating);numberOfStarts_HP;HP_isRunning
1;00:00;0.2;21.78;0.0;0.0;4139.83;-4139.83;-3.1;9849.8;1139.8;0.0;-2.0;-1.5;4.08;0.0;0.0
2;00:30;0.2;21.8;0.0;0.0;4229.9;-4229.9;-3.17;10314.4;1229.9;0.0;-2.0;-1.5;4.08;0.0;0.0
3;01:00;0.2;21.8;0.0;0.0;4242.9;-4242.9;-7.85;11303.4;1242.9;0.0;-2.05;-3.7;4.07;0.0;0.0
4;01:30;0.22;21.8;0.0;0.0;4400.03;-4400.03;-8.14;12853.0;1173.5;0.0;-2.15;-3.7;4.05;0.0;0.0
5;02:00;0.53;22.01;0.0;0.0;9204.58;-9204.58;-26.23;14998.6;1232.3;0.0;-2.3;-5.7;4.03;0.0;0.0
6;02:30;0.58;22.2;0.0;0.0;10131.81;-10131.81;-28.88;17781.2;1428.2;0.0;-2.5;-5.7;3.99;0.0;0.0
7;03:00;0.34;22.2;0.0;0.0;6523.61;-6523.61;-21.85;19720.4;1474.5;0.0;-2.72;-6.7;3.95;0.0;0.0
8;03:30;0.36;22.2;0.0;0.0;6733.95;-6733.95;-22.56;20758.0;1360.9;0.0;-2.97;-6.7;3.91;0.0;0.0
9;04:00;0.4;22.23;0.0;0.0;7628.39;-7628.39;-21.74;20668.2;1701.0;0.0;-3.24;-5.7;3.86;0.0;0.0
10;04:30;0.34;22.23;0.0;0.0;7680.75;-7680.75;-21.89;19373.0;2526.0;0.0;-3.54;-5.7;3.8;0.0;0.0
11;05:00;0.44;22.23;0.0;0.0;9851.73;-9851.73;-11.33;24512.7;3266.6;0.0;-3.8;-2.3;3.76;0.0;0.0
12;05:30;0.66;22.23;0.0;0.0;13796.16;-13796.16;-15.87;36530.8;3917.2;0.0;-4.0;-2.3;3.72;0.0;0.0
13;06:00;0.8;22.27;0.0;0.0;16593.57;-16593.57;-220.69;40072.6;4579.1;0.0;-4.27;-26.6;3.67;0.0;0.0
14;06:30;0.58;22.23;0.0;0.0;13985.76;-13985.76;-186.01;34553.5;5253.1;0.0;-4.62;-26.6;3.61;0.0;0.0
15;07:00;0.63;22.23;0.0;0.0;14807.63;-14807.63;-136.97;33202.9;5425.6;0.0;-4.87;-18.5;3.56;0.0;0.0
16;07:30;0.83;22.32;0.0;0.0;17450.01;-17450.01;-161.41;36308.2;5061.7;0.0;-5.02;-18.5;3.54;0.0;0.0
17;08:00;0.87;22.43;0.0;0.0;17124.35;-17124.35;-72.78;36178.1;4055.7;0.0;-5.34;-8.5;3.48;0.0;0.0
18;08:30;0.65;22.43;0.0;0.0;12047.36;-12047.36;-51.2;32589.4;2363.3;0.0;-5.84;-8.5;3.39;0.0;0.0
19;09:00;0.59;22.43;0.0;0.0;10663.63;-10663.63;-0.53;29242.9;1880.5;0.0;-6.03;-0.1;3.36;0.0;0.0
20;09:30;0.52;22.43;0.0;0.0;10490.69;-10490.69;-0.52;26155.4;2690.6;0.0;-5.88;-0.1;3.38;0.0;0.0
21;10:00;0.51;22.43;0.0;0.0;11414.3;-11414.3;22.83;26196.4;3703.3;0.0;-5.63;4.0;3.43;0.0;0.0
22;10:30;0.57;22.43;0.0;0.0;13474.56;-13474.56;26.95;29581.8;4932.6;0.0;-5.28;4.0;3.49;0.0;0.0
23;11:00;0.27;22.25;0.0;0.0;9325.64;-9325.64;38.7;28795.2;5328.0;0.0;-4.98;8.3;3.54;0.0;0.0
24;11:30;0.0;21.97;0.0;0.0;4832.09;-4832.09;20.05;23548.8;4832.1;0.0;-4.73;8.3;3.59;0.0;0.0
25;12:00;0.4;21.97;0.0;0.0;10269.39;-10269.39;36.46;21639.8;4223.3;0.0;-4.58;7.1;3.62;0.0;0.0
26;12:30;0.43;21.97;0.0;0.0;9982.37;-9982.37;35.44;23298.2;3493.8;0.0;-4.53;7.1;3.63;0.0;0.0
27;13:00;0.48;21.97;0.0;0.0;10421.2;-10421.2;-8.86;25888.7;3244.6;0.0;-4.45;-1.7;3.64;0.0;0.0
28;13:30;0.54;21.97;0.0;0.0;11630.75;-11630.75;-9.89;29475.4;3508.6;0.0;-4.35;-1.7;3.66;0.0;0.0
29;14:00;0.54;21.97;0.0;0.0;12274.95;-12274.95;-10.43;29296.4;4241.3;0.0;-4.25;-1.7;3.67;0.0;0.0
30;14:30;0.46;21.97;0.0;0.0;12330.91;-12330.91;-10.48;25091.8;5475.0;0.0;-4.15;-1.7;3.69;0.0;0.0
31;15:00;0.45;21.97;0.0;0.0;12343.44;-12343.44;-20.98;24906.9;5562.7;0.0;-4.08;-3.4;3.71;0.0;0.0
32;15:30;0.52;21.97;0.0;0.0;12296.35;-12296.35;-20.9;29019.0;4425.2;0.0;-4.03;-3.4;3.72;0.0;0.0
33;16:00;0.53;21.97;0.0;0.0;11970.96;-11970.96;-5.99;29511.2;3996.0;0.0;-3.95;-1.0;3.73;0.0;0.0
