timeslot;time of day;heatGenerationCoefficientSpaceHeating;heatGenerationCoefficientDHW;temperatureBufferStorage;usableVolumeDHWTank;simulationResult_PVGeneration;simulationResult_RESGeneration;simulationResult_electricalLoad;simulationResult_SurplusPower;simulationResult_costs;Space Heating [W];DHW [W];Electricity [W];thermalDiscomfort;Outside Temperature [C];Price [Cent/kWh];COP (Space Heating);COP (DHW)
1;00:00;0.0;0.2;21.58;133.42;0.0;0.0;743.79;-743.79;3.72;0.0;0.0;0.0;0.0;-1.1;10.0;4.24;1.54
2;00:30;0.0;0.0;21.39;132.99;0.0;0.0;143.11;-143.11;0.72;0.0;0.0;0.0;0.11;-1.1;10.0;4.24;1.54
3;01:00;1.0;0.0;22.15;132.56;0.0;0.0;3143.75;-3143.75;18.71;0.0;0.0;0.0;0.0;-1.1;11.9;4.24;1.54
4;01:30;0.2;0.0;22.09;132.13;0.0;0.0;745.81;-745.81;4.44;0.0;0.0;0.0;0.0;-1.1;11.9;4.24;1.54
5;02:00;0.2;0.0;22.01;131.7;0.0;0.0;743.55;-743.55;3.57;0.0;0.0;0.0;0.0;-1.15;9.6;4.23;1.53
6;02:30;0.2;0.0;21.93;131.27;0.0;0.0;736.69;-736.69;3.54;0.0;0.0;0.0;0.0;-1.25;9.6;4.22;1.52
7;03:00;0.28;0.0;21.93;130.84;0.0;0.0;968.18;-968.18;3.78;0.0;0.0;0.0;0.0;-1.28;7.8;4.21;1.51
8;03:30;0.27;0.0;21.93;130.41;0.0;0.0;943.28;-943.28;3.68;0.0;0.0;0.0;0.0;-1.23;7.8;4.22;1.52
9;04:00;0.28;0.0;21.93;129.98;0.0;0.0;966.84;-966.84;4.21;0.0;0.0;0.0;0.0;-1.18;8.7;4.23;1.53
10;04:30;0.28;0.0;21.93;129.55;0.0;0.0;1042.06;-1042.06;4.53;0.0;0.0;0.0;0.0;-1.13;8.7;4.24;1.54
11;05:00;0.29;0.0;21.93;129.12;0.0;0.0;1461.18;-1461.18;6.58;0.0;0.0;0.0;0.0;-1.05;9.0;4.25;1.55
12;05:30;0.29;0.0;21.93;128.69;0.0;0.0;2248.0;-2248.0;10.12;0.0;0.0;0.0;0.0;-0.95;9.0;4.27;1.57
13;06:00;0.3;0.0;21.93;128.25;0.0;0.0;2696.82;-2696.82;24.95;0.0;0.0;0.0;0.0;-0.88;18.5;4.28;1.58
14;06:30;0.32;0.0;21.93;127.82;0.0;0.0;2784.12;-2784.12;25.75;0.0;0.0;0.0;0.0;-0.83;18.5;4.29;1.59
15;07:00;0.33;0.0;21.93;118.11;0.0;0.0;2507.85;-2507.85;40.88;0.0;0.0;0.0;0.0;-0.8;32.6;4.3;1.6
16;07:30;0.33;0.0;21.93;108.88;0.0;0.0;1843.16;-1843.16;30.04;0.0;0.0;0.0;0.0;-0.8;32.6;4.3;1.6
17;08:00;0.35;0.0;21.93;108.45;0.0;0.0;1557.38;-1557.38;22.11;0.0;0.0;0.0;0.0;-0.78;28.4;4.3;1.6
18;08:30;0.39;0.0;21.93;108.02;0.0;0.0;1676.25;-1676.25;23.8;0.0;0.0;0.0;0.0;-0.73;28.4;4.31;1.61
19;09:00;0.39;0.0;21.93;107.59;0.0;0.0;1902.74;-1902.74;25.4;0.0;0.0;0.0;0.0;-0.68;26.7;4.32;1.62
20;09:30;0.37;0.0;21.93;107.16;0.0;0.0;2244.94;-2244.94;29.97;0.0;0.0;0.0;0.0;-0.63;26.7;4.33;1.63
21;10:00;0.35;0.0;21.93;106.73;0.0;0.0;2245.5;-2245.5;30.2;0.0;0.0;0.0;0.0;-0.58;26.9;4.34;1.64
22;10:30;0.35;0.0;21.93;106.29;0.0;0.0;1880.62;-1880.62;25.29;0.0;0.0;0.0;0.0;-0.53;26.9;4.35;1.65
23;11:00;0.34;0.0;21.93;105.86;0.0;0.0;2057.84;-2057.84;30.97;0.0;0.0;0.0;0.0;-0.5;30.1;4.35;1.65
24;11:30;0.32;0.0;21.93;101.63;0.0;0.0;2814.5;-2814.5;42.36;0.0;0.0;0.0;0.0;-0.5;30.1;4.35;1.65
25;12:00;0.33;0.0;21.93;101.2;0.0;0.0;2882.55;-2882.55;42.52;0.0;0.0;0.0;0.0;-0.52;29.5;4.35;1.65
26;12:30;0.38;0.0;21.93;98.64;0.0;0.0;2214.95;-2214.95;32.67;0.0;0.0;0.0;0.0;-0.57;29.5;4.34;1.64
27;13:00;0.41;0.0;21.93;98.21;0.0;0.0;1964.05;-1964.05;27.89;0.0;0.0;0.0;0.0;-0.65;28.4;4.32;1.62
28;13:30;0.42;0.0;21.93;97.78;0.0;0.0;2158.12;-2158.12;30.65;0.0;0.0;0.0;0.0;-0.75;28.4;4.31;1.61
29;14:00;0.4;0.0;21.93;97.35;0.0;0.0;2193.75;-2193.75;30.27;0.0;0.0;0.0;0.0;-0.85;27.6;4.29;1.59
30;14:30;0.37;0.0;21.93;96.92;0.0;0.0;2059.28;-2059.28;28.42;0.0;0.0;0.0;0.0;-0.95;27.6;4.27;1.57
31;15:00;0.38;0.0;21.93;96.49;0.0;0.0;1904.07;-1904.07;26.56;0.0;0.0;0.0;0.0;-0.98;27.9;4.26;1.56
32;15:30;0.43;0.0;21.93;93.04;0.0;0.0;1726.86;-1726.86;24.09;0.0;0.0;0.0;0.0;-0.93;27.9;4.27;1.57
33;16:00;0.44;0.0;21.93;92.61;0.0;0.0;1802.38;-1802.38;25.68;0.0;0.0;0.0;0.0;-0.95;28.5;4.27;1.57
34;16:30;0.4;0.0;21.93;92.18;0.0;0.0;2147.81;-2147.81;30.61;0.0;0.0;0.0;0.0;-1.05;28.5;4.25;1.55
35;17:00;0.37;0.0;21.93;91.75;0.0;0.0;2202.59;-2202.59;35.13;0.0;0.0;0.0;0.0;-1.15;31.9;4.23;1.53
