timeslot;time of day;heatGenerationCoefficientSpaceHeating;heatGenerationCoefficientDHW;temperatureBufferStorage;usableVolumeDHWTank;simulationResult_PVGeneration;simulationResult_RESGeneration;simulationResult_electricalLoad;simulationResult_SurplusPower;simulationResult_costs;Space Heating [W];DHW [W];Electricity [W];thermalDiscomfort;Outside Temperature [C];Price [Cent/kWh];COP (Space Heating);COP (DHW)
36;17:30;0.37;0.0;21.93;91.32;0.0;0.0;1947.41;-1947.41;31.06;0.0;0.0;0.0;0.0;-1.25;31.9;4.22;1.52
37;18:00;0.36;0.0;21.93;90.89;0.0;0.0;1760.24;-1760.24;27.46;0.0;0.0;0.0;0.0;-1.32;31.2;4.2;1.5
38;18:30;0.34;0.0;21.93;90.46;0.0;0.0;1645.72;-1645.72;25.67;0.0;0.0;0.0;0.0;-1.37;31.2;4.19;1.49
39;19:00;0.3;0.0;21.93;90.03;0.0;0.0;1583.04;-1583.04;25.25;0.0;0.0;0.0;0.0;-1.38;31.9;4.19;1.49
40;19:30;0.24;0.0;21.93;89.59;0.0;0.0;1576.55;-1576.55;25.15;0.0;0.0;0.0;0.0;-1.33;31.9;4.2;1.5
41;20:00;0.22;0.0;21.93;87.44;0.0;0.0;1596.3;-1596.3;22.75;0.0;0.0;0.0;0.0;-1.32;28.5;4.2;1.5
42;20:30;0.25;0.0;21.93;87.01;0.0;0.0;1643.7;-1643.7;23.42;0.0;0.0;0.0;0.0;-1.37;28.5;4.19;1.49
43;21:00;0.27;0.0;21.93;86.58;0.0;0.0;1555.56;-1555.56;19.52;0.0;0.0;0.0;0.0;-1.4;25.1;4.19;1.49
44;21:30;0.27;0.0;21.93;86.15;0.0;0.0;1322.18;-1322.18;16.59;0.0;0.0;0.0;0.0;-1.4;25.1;4.19;1.49
45;22:00;0.24;0.0;21.93;85.72;0.0;0.0;1065.95;-1065.95;10.66;0.0;0.0;0.0;0.0;-1.47;20.0;4.17;1.47
46;22:30;0.2;0.0;21.94;85.29;0.0;0.0;817.13;-817.13;8.17;0.0;0.0;0.0;0.0;-1.62;20.0;4.15;1.45
47;23:00;0.2;0.0;21.96;84.86;0.0;0.0;750.21;-750.21;4.91;0.0;0.0;0.0;0.0;-1.75;13.1;4.13;1.43
48;23:30;0.2;0.0;21.97;84.43;0.0;0.0;742.91;-742.91;4.87;2349.8;0.0;142.9;0.0;-1.85;13.1;4.11;1.41
