timeslot;time of day;heatGenerationCoefficientSpaceHeating;heatGenerationCoefficientDHW;temperatureBufferStorage;usableVolumeDHWTank;simulationResult_PVGeneration;simulationResult_RESGeneration;simulationResult_electricalLoad;simulationResult_SurplusPower;simulationResult_costs;Space Heating [W];DHW [W];Electricity [W];thermalDiscomfort;Outside Temperature [C];Price [Cent/kWh];COP (Space Heating);COP (DHW)
1;00:00;0.0;0.2;21.52;133.42;0.0;0.0;720.07;-720.07;3.6;0.0;0.0;0.0;0.0;-1.1;10.0;4.24;1.54
2;00:30;0.0;0.0;21.28;132.99;0.0;0.0;133.68;-133.68;0.67;0.0;0.0;0.0;0.22;-1.1;10.0;4.24;1.54
3;01:00;1.0;0.0;22.02;132.56;0.0;0.0;3132.41;-3132.41;18.64;0.0;0.0;0.0;0.0;-1.1;11.9;4.24;1.54
4;01:30;0.2;0.0;21.99;132.13;0.0;0.0;715.72;-715.72;4.26;0.0;0.0;0.0;0.0;-1.1;11.9;4.24;1.54
5;02:00;0.2;0.0;21.94;131.7;0.0;0.0;713.19;-713.19;3.42;0.0;0.0;0.0;0.0;-1.15;9.6;4.23;1.53
6;02:30;0.28;0.0;21.94;131.27;0.0;0.0;963.51;-963.51;4.62;0.0;0.0;0.0;0.0;-1.25;9.6;4.22;1.52
7;03:00;0.28;0.0;21.94;130.84;0.0;0.0;965.12;-965.12;3.76;0.0;0.0;0.0;0.0;-1.28;7.8;4.21;1.51
8;03:30;0.24;0.0;21.94;130.41;0.0;0.0;872.25;-872.25;3.4;0.0;0.0;0.0;0.0;-1.23;7.8;4.22;1.52
9;04:00;0.24;0.0;21.94;129.98;0.0;0.0;1273.99;-1273.99;5.54;0.0;0.0;0.0;0.0;-1.18;8.7;4.23;1.53
10;04:30;0.27;0.0;21.94;129.55;0.0;0.0;2201.24;-2201.24;9.58;0.0;0.0;0.0;0.0;-1.13;8.7;4.24;1.54
11;05:00;0.31;0.0;21.94;129.12;0.0;0.0;2591.59;-2591.59;11.66;0.0;0.0;0.0;0.0;-1.05;9.0;4.25;1.55
12;05:30;0.34;0.0;21.94;128.69;0.0;0.0;2449.48;-2449.48;11.02;0.0;0.0;0.0;0.0;-0.95;9.0;4.27;1.57
13;06:00;0.34;0.0;21.94;128.25;0.0;0.0;2112.5;-2112.5;19.54;0.0;0.0;0.0;0.0;-0.88;18.5;4.28;1.58
14;06:30;0.32;0.0;21.94;127.82;0.0;0.0;1647.3;-1647.3;15.24;0.0;0.0;0.0;0.0;-0.83;18.5;4.29;1.59
15;07:00;0.35;0.0;21.94;85.14;0.0;0.0;1556.33;-1556.33;25.37;0.0;0.0;0.0;0.0;-0.8;32.6;4.3;1.6
16;07:30;0.42;0.0;21.94;82.21;0.0;0.0;1871.33;-1871.33;30.5;0.0;0.0;0.0;0.0;-0.8;32.6;4.3;1.6
17;08:00;0.42;0.0;21.94;81.78;0.0;0.0;2015.08;-2015.08;28.61;0.0;0.0;0.0;0.0;-0.78;28.4;4.3;1.6
18;08:30;0.34;0.0;21.94;81.35;0.0;0.0;1992.1;-1992.1;28.29;0.0;0.0;0.0;0.0;-0.73;28.4;4.31;1.61
19;09:00;0.3;0.0;21.94;80.92;0.0;0.0;1879.9;-1879.9;25.1;0.0;0.0;0.0;0.0;-0.68;26.7;4.32;1.62
20;09:30;0.3;0.0;21.94;80.49;0.0;0.0;1667.32;-1667.32;22.26;0.0;0.0;0.0;0.0;-0.63;26.7;4.33;1.63
21;10:00;0.3;0.0;21.94;80.06;0.0;0.0;1832.42;-1832.42;24.65;0.0;0.0;0.0;0.0;-0.58;26.9;4.34;1.64
22;10:30;0.0;1.0;21.62;126.85;0.0;0.0;4481.71;-4481.71;60.28;0.0;0.0;0.0;0.0;-0.53;26.9;4.35;1.65
23;11:00;0.0;0.0;21.31;124.8;0.0;0.0;1464.12;-1464.12;22.04;0.0;0.0;0.0;0.19;-0.5;30.1;4.35;1.65
24;11:30;1.0;0.0;22.01;123.99;0.0;0.0;3880.23;-3880.23;58.4;0.0;0.0;0.0;0.0;-0.5;30.1;4.35;1.65
25;12:00;0.2;0.0;21.91;123.56;0.0;0.0;1241.08;-1241.08;18.31;0.0;0.0;0.0;0.0;-0.52;29.5;4.35;1.65
26;12:30;0.31;0.0;21.91;83.94;0.0;0.0;1678.09;-1678.09;24.75;0.0;0.0;0.0;0.0;-0.57;29.5;4.34;1.64
27;13:00;0.32;0.0;21.91;83.51;0.0;0.0;1768.29;-1768.29;25.11;0.0;0.0;0.0;0.0;-0.65;28.4;4.32;1.62
