timeslot;time of day;heatGenerationCoefficientSpaceHeating;heatGenerationCoefficientDHW;temperatureBufferStorage;usableVolumeDHWTank;simulationResult_PVGeneration;simulationResult_RESGeneration;simulationResult_electricalLoad;simulationResult_SurplusPower;simulationResult_costs;Space Heating [W];DHW [W];Electricity [W];thermalDiscomfort;Outside Temperature [C];Price [Cent/kWh];COP (Space Heating);COP (DHW)
28;13:30;0.35;0.0;21.91;83.08;0.0;0.0;1779.73;-1779.73;25.27;0.0;0.0;0.0;0.0;-0.75;28.4;4.31;1.61
29;14:00;0.34;0.0;21.91;82.64;0.0;0.0;1613.77;-1613.77;22.27;0.0;0.0;0.0;0.0;-0.85;27.6;4.29;1.59
30;14:30;0.31;0.0;21.91;82.21;0.0;0.0;1272.08;-1272.08;17.55;0.0;0.0;0.0;0.0;-0.95;27.6;4.27;1.57
31;15:00;0.28;0.0;21.91;81.78;0.0;0.0;1285.99;-1285.99;17.94;0.0;0.0;0.0;0.0;-0.98;27.9;4.26;1.56
32;15:30;0.26;0.0;21.91;81.35;0.0;0.0;1678.07;-1678.07;23.41;0.0;0.0;0.0;0.0;-0.93;27.9;4.27;1.57
33;16:00;0.25;0.0;21.91;80.92;0.0;0.0;1799.97;-1799.97;25.65;0.0;0.0;0.0;0.0;-0.95;28.5;4.27;1.57
34;16:30;0.26;0.0;21.91;80.49;0.0;0.0;1567.33;-1567.33;22.33;0.0;0.0;0.0;0.0;-1.05;28.5;4.25;1.55
35;17:00;0.26;0.0;21.91;80.06;0.0;0.0;1417.08;-1417.08;22.6;0.0;0.0;0.0;0.0;-1.15;31.9;4.23;1.53
36;17:30;0.0;1.0;21.65;123.12;0.0;0.0;3545.36;-3545.36;56.55;0.0;0.0;0.0;0.0;-1.25;31.9;4.22;1.52
37;18:00;0.0;0.0;21.41;122.69;0.0;0.0;573.71;-573.71;8.95;0.0;0.0;0.0;0.09;-1.32;31.2;4.2;1.5
38;18:30;1.0;0.0;22.15;122.26;0.0;0.0;3699.03;-3699.03;57.7;0.0;0.0;0.0;0.0;-1.37;31.2;4.19;1.49
39;19:00;0.2;0.0;22.12;119.18;0.0;0.0;1365.59;-1365.59;21.78;0.0;0.0;0.0;0.0;-1.38;31.9;4.19;1.49
40;19:30;0.2;0.0;22.07;80.9;0.0;0.0;1376.15;-1376.15;21.95;0.0;0.0;0.0;0.0;-1.33;31.9;4.2;1.5
41;20:00;0.0;1.0;21.82;122.21;0.0;0.0;3706.42;-3706.42;52.82;0.0;0.0;0.0;0.0;-1.32;28.5;4.2;1.5
42;20:30;0.0;0.0;21.58;121.78;0.0;0.0;560.04;-560.04;7.98;0.0;0.0;0.0;0.0;-1.37;28.5;4.19;1.49
43;21:00;0.0;0.0;21.37;117.58;0.0;0.0;393.02;-393.02;4.93;0.0;0.0;0.0;0.13;-1.4;25.1;4.19;1.49
44;21:30;0.0;1.0;21.22;82.88;0.0;0.0;3210.23;-3210.23;40.29;0.0;0.0;0.0;0.28;-1.4;25.1;4.19;1.49
45;22:00;1.0;0.0;22.05;82.45;0.0;0.0;3126.3;-3126.3;31.26;0.0;0.0;0.0;0.0;-1.47;20.0;4.17;1.47
46;22:30;0.2;0.0;22.1;82.02;0.0;0.0;751.4;-751.4;7.51;0.0;0.0;0.0;0.0;-1.62;20.0;4.15;1.45
47;23:00;0.2;0.0;22.14;81.59;0.0;0.0;753.38;-753.38;4.93;0.0;0.0;0.0;0.0;-1.75;13.1;4.13;1.43
48;23:30;0.2;0.0;22.14;81.16;0.0;0.0;740.46;-740.46;4.85;2431.1;0.0;140.5;0.0;-1.85;13.1;4.11;1.41
