timeslot;time of day;heatGenerationCoefficientSpaceHeating;heatGenerationCoefficientDHW;temperatureBufferStorage;usableVolumeDHWTank;simulationResult_PVGeneration;simulationResult_RESGeneration;simulationResult_electricalLoad;simulationResult_SurplusPower;simulationResult_costs;Space Heating [W];DHW [W];Electricity [W];thermalDiscomfort;Outside Temperature [C];Price [Cent/kWh];COP (Space Heating);COP (DHW)
1;00:00;0.0;0.2;21.56;133.42;0.0;0.0;733.35;-733.35;3.67;0.0;0.0;0.0;0.0;-1.1;10.0;4.24;1.54
2;00:30;0.0;0.0;21.36;132.99;0.0;0.0;133.53;-133.53;0.67;0.0;0.0;0.0;0.14;-1.1;10.0;4.24;1.54
3;01:00;1.0;0.0;22.13;132.56;0.0;0.0;3133.84;-3133.84;18.65;0.0;0.0;0.0;0.0;-1.1;11.9;4.24;1.54
4;01:30;0.2;0.0;22.1;132.13;0.0;0.0;733.22;-733.22;4.36;0.0;0.0;0.0;0.0;-1.1;11.9;4.24;1.54
5;02:00;0.2;0.0;22.07;131.7;0.0;0.0;733.66;-733.66;3.52;0.0;0.0;0.0;0.0;-1.15;9.6;4.23;1.53
6;02:30;0.2;0.0;22.02;131.27;0.0;0.0;733.09;-733.09;3.52;0.0;0.0;0.0;0.0;-1.25;9.6;4.22;1.52
7;03:00;0.2;0.0;21.96;130.84;0.0;0.0;732.73;-732.73;2.86;0.0;0.0;0.0;0.0;-1.28;7.8;4.21;1.51
8;03:30;0.2;0.0;21.9;130.41;0.0;0.0;733.26;-733.26;2.86;0.0;0.0;0.0;0.0;-1.23;7.8;4.22;1.52
9;04:00;0.27;0.0;21.9;129.98;0.0;0.0;952.71;-952.71;4.14;0.0;0.0;0.0;0.0;-1.18;8.7;4.23;1.53
10;04:30;0.28;0.0;21.9;129.55;0.0;0.0;991.13;-991.13;4.31;0.0;0.0;0.0;0.0;-1.13;8.7;4.24;1.54
11;05:00;0.28;0.0;21.9;129.12;0.0;0.0;1456.64;-1456.64;6.55;0.0;0.0;0.0;0.0;-1.05;9.0;4.25;1.55
12;05:30;0.28;0.0;21.9;128.69;0.0;0.0;2399.63;-2399.63;10.8;0.0;0.0;0.0;0.0;-0.95;9.0;4.27;1.57
13;06:00;0.3;0.0;21.9;125.17;0.0;0.0;2848.35;-2848.35;26.35;0.0;0.0;0.0;0.0;-0.88;18.5;4.28;1.58
14;06:30;0.35;0.0;21.9;124.74;0.0;0.0;2685.59;-2685.59;24.84;0.0;0.0;0.0;0.0;-0.83;18.5;4.29;1.59
15;07:00;0.37;0.0;21.9;85.34;0.0;0.0;2371.61;-2371.61;38.66;0.0;0.0;0.0;0.0;-0.8;32.6;4.3;1.6
16;07:30;0.36;0.0;21.9;82.88;0.0;0.0;1850.34;-1850.34;30.16;0.0;0.0;0.0;0.0;-0.8;32.6;4.3;1.6
17;08:00;0.37;0.0;21.9;81.94;0.0;0.0;1631.56;-1631.56;23.17;0.0;0.0;0.0;0.0;-0.78;28.4;4.3;1.6
18;08:30;0.41;0.0;21.9;81.51;0.0;0.0;1782.32;-1782.32;25.31;0.0;0.0;0.0;0.0;-0.73;28.4;4.31;1.61
19;09:00;0.42;0.0;21.9;81.08;0.0;0.0;1976.2;-1976.2;26.38;0.0;0.0;0.0;0.0;-0.68;26.7;4.32;1.62
20;09:30;0.4;0.0;21.9;80.65;0.0;0.0;2210.08;-2210.08;29.5;0.0;0.0;0.0;0.0;-0.63;26.7;4.33;1.63
21;10:00;0.0;1.0;21.52;125.46;0.0;0.0;4054.74;-4054.74;54.54;0.0;0.0;0.0;0.0;-0.58;26.9;4.34;1.64
22;10:30;1.0;0.0;22.16;125.03;0.0;0.0;3802.75;-3802.75;51.15;0.0;0.0;0.0;0.0;-0.53;26.9;4.35;1.65
23;11:00;0.2;0.0;22.01;124.6;0.0;0.0;1656.06;-1656.06;24.92;0.0;0.0;0.0;0.0;-0.5;30.1;4.35;1.65
24;11:30;0.2;0.0;21.89;124.17;0.0;0.0;2461.65;-2461.65;37.05;0.0;0.0;0.0;0.0;-0.5;30.1;4.35;1.65
25;12:00;0.31;0.0;21.89;122.06;0.0;0.0;2789.57;-2789.57;41.15;0.0;0.0;0.0;0.0;-0.52;29.5;4.35;1.65
26;12:30;0.33;0.0;21.89;119.97;0.0;0.0;1996.74;-1996.74;29.45;0.0;0.0;0.0;0.0;-0.57;29.5;4.34;1.64
27;13:00;0.35;0.0;21.89;119.53;0.0;0.0;1689.6;-1689.6;23.99;0.0;0.0;0.0;0.0;-0.65;28.4;4.32;1.62
28;13:30;0.35;0.0;21.89;119.1;0.0;0.0;1833.11;-1833.11;26.03;0.0;0.0;0.0;0.0;-0.75;28.4;4.31;1.61
29;14:00;0.35;0.0;21.89;118.67;0.0;0.0;1927.53;-1927.53;26.6;0.0;0.0;0.0;0.0;-0.85;27.6;4.29;1.59
30;14:30;0.36;0.0;21.89;118.24;0.0;0.0;1952.48;-1952.48;26.94;0.0;0.0;0.0;0.0;-0.95;27.6;4.27;1.57
31;15:00;0.36;0.0;21.89;117.81;0.0;0.0;1822.02;-1822.02;25.42;0.0;0.0;0.0;0.0;-0.98;27.9;4.26;1.56
32;15:30;0.37;0.0;21.89;117.38;0.0;0.0;1539.31;-1539.31;21.47;0.0;0.0;0.0;0.0;-0.93;27.9;4.27;1.57
33;16:00;0.36;0.0;21.89;116.95;0.0;0.0;1562.57;-1562.57;22.27;0.0;0.0;0.0;0.0;-0.95;28.5;4.27;1.57
34;16:30;0.34;0.0;21.89;116.52;0.0;0.0;1962.52;-1962.52;27.97;0.0;0.0;0.0;0.0;-1.05;28.5;4.25;1.55
35;17:00;0.32;0.0;21.89;116.09;0.0;0.0;2025.25;-2025.25;32.3;0.0;0.0;0.0;0.0;-1.15;31.9;4.23;1.53
36;17:30;0.33;0.0;21.89;115.66;0.0;0.0;1718.59;-1718.59;27.41;0.0;0.0;0.0;0.0;-1.25;31.9;4.22;1.52
37;18:00;0.32;0.0;21.89;115.23;0.0;0.0;1554.08;-1554.08;24.24;0.0;0.0;0.0;0.0;-1.32;31.2;4.2;1.5
38;18:30;0.31;0.0;21.89;114.8;0.0;0.0;1478.24;-1478.24;23.06;0.0;0.0;0.0;0.0;-1.37;31.2;4.19;1.49
39;19:00;0.28;0.0;21.89;113.52;0.0;0.0;1476.86;-1476.86;23.56;0.0;0.0;0.0;0.0;-1.38;31.9;4.19;1.49
40;19:30;0.26;0.0;21.89;113.09;0.0;0.0;1576.89;-1576.89;25.15;0.0;0.0;0.0;0.0;-1.33;31.9;4.2;1.5
41;20:00;0.24;0.0;21.89;112.66;0.0;0.0;1623.86;-1623.86;23.14;0.0;0.0;0.0;0.0;-1.32;28.5;4.2;1.5
42;20:30;0.25;0.0;21.89;106.58;0.0;0.0;1615.02;-1615.02;23.01;0.0;0.0;0.0;0.0;-1.37;28.5;4.19;1.49
43;21:00;0.25;0.0;21.89;106.15;0.0;0.0;1505.29;-1505.29;18.89;0.0;0.0;0.0;0.0;-1.4;25.1;4.19;1.49
44;21:30;0.24;0.0;21.89;101.91;0.0;0.0;1294.95;-1294.95;16.25;0.0;0.0;0.0;0.0;-1.4;25.1;4.19;1.49
