timeslot;time of day;heatGenerationCoefficientSpaceHeating;heatGenerationCoefficientDHW;chargingPowerEV;temperatureBufferStorage;usableVolumeDHWTank;simulationResult_SOCofEV;simulationResult_energyLevelOfEV;simulationResult_PVGeneration;simulationResult_RESGeneration;simulationResult_electricalLoad;simulationResult_SurplusPower;simulationResult_costs;Space Heating [W];DHW [W];Electricity [W];Availability of the EV;Energy Consumption of the EV;thermalDiscomfort;Outside Temperature [C];Price [Cent/kWh];COP (Space Heating);COP (DHW);numberOfStarts_HP;HP_isRunning
1;00:00;0.0;0.24;4700.0;21.6;135.01;43.49;26.09;0.0;0.0;5537.29;-5537.29;27.69;1952.8;0.0;129.4;1.0;0.0;0.0;-1.1;10.0;4.24;1.54;0.0;0.0
2;00:30;0.0;0.0;0.0;21.42;134.58;43.49;26.09;0.0;0.0;123.19;-123.19;0.62;2213.1;0.0;123.2;1.0;0.0;0.08;-1.1;10.0;4.24;1.54;0.0;0.0
3;01:00;0.0;0.0;0.0;21.24;134.15;43.49;26.09;0.0;0.0;123.55;-123.55;0.74;2372.0;0.0;123.6;1.0;0.0;0.26;-1.1;11.9;4.24;1.54;0.0;0.0
4;01:30;1.0;0.0;0.0;22.02;133.72;43.49;26.09;0.0;0.0;3132.79;-3132.79;18.64;2511.3;0.0;132.8;1.0;0.0;0.0;-1.1;11.9;4.24;1.54;0.0;0.0
5;02:00;0.49;0.0;0.0;22.29;133.29;43.49;26.09;0.0;0.0;1615.09;-1615.09;7.75;2685.6;0.0;134.9;1.0;0.0;0.0;-1.15;9.6;4.23;1.53;0.0;0.0
6;02:30;0.44;0.0;0.0;22.49;132.86;43.49;26.09;0.0;0.0;1454.57;-1454.57;6.98;2877.9;0.0;128.3;1.0;0.0;0.0;-1.25;9.6;4.22;1.52;0.0;0.0
7;03:00;0.0;0.22;0.0;22.27;142.17;43.49;26.09;0.0;0.0;791.92;-791.92;3.09;2919.9;0.0;118.1;1.0;0.0;0.0;-1.28;7.8;4.21;1.51;0.0;0.0
8;03:30;0.45;0.0;0.0;22.48;141.74;43.49;26.09;0.0;0.0;1459.19;-1459.19;5.69;2818.0;0.0;106.8;1.0;0.0;0.0;-1.23;7.8;4.22;1.52;0.0;0.0
9;04:00;0.43;0.0;1856.41;22.67;141.31;44.86;26.92;0.0;0.0;3261.64;-3261.64;14.19;2957.8;0.0;102.6;1.0;0.0;0.17;-1.18;8.7;4.23;1.53;0.0;0.0
10;04:30;0.47;0.0;0.0;22.87;140.88;44.86;26.92;0.0;0.0;1518.29;-1518.29;6.6;3420.3;0.0;108.0;1.0;0.0;0.37;-1.13;8.7;4.24;1.54;0.0;0.0
11;05:00;0.27;0.0;0.0;22.87;140.44;44.86;26.92;0.0;0.0;933.06;-933.06;4.2;3421.1;0.0;117.6;1.0;0.0;0.37;-1.05;9.0;4.25;1.55;0.0;0.0
12;05:30;0.24;0.0;0.0;22.87;140.01;44.86;26.92;0.0;0.0;857.27;-857.27;3.86;3054.2;0.0;131.2;1.0;0.0;0.37;-0.95;9.0;4.27;1.57;0.0;0.0
13;06:00;0.24;0.0;0.0;22.87;139.58;44.86;26.92;0.0;0.0;1206.69;-1206.69;11.16;3085.2;0.0;475.7;1.0;0.0;0.37;-0.88;18.5;4.28;1.58;0.0;0.0
14;06:30;0.28;0.0;0.0;22.87;139.15;44.86;26.92;0.0;0.0;2022.14;-2022.14;18.7;3605.6;0.0;1171.4;1.0;0.0;0.37;-0.83;18.5;4.29;1.59;0.0;0.0
15;07:00;0.0;0.0;0.0;22.54;136.84;44.86;26.92;0.0;0.0;1490.64;-1490.64;24.3;4238.2;196.7;1490.6;1.0;0.0;0.04;-0.8;32.6;4.3;1.6;0.0;0.0
16;07:30;0.0;0.78;0.0;22.15;71.77;44.86;26.92;0.0;0.0;3730.32;-3730.32;60.8;5044.7;10469.3;1404.2;1.0;0.0;0.0;-0.8;32.6;4.3;1.6;0.0;0.0
17;08:00;1.0;0.0;0.0;22.73;71.34;44.86;26.92;0.0;0.0;4148.78;-4148.78;58.91;5310.1;0.0;1148.8;0.03333333333333333;0.0;0.23;-0.78;28.4;4.3;1.6;0.0;0.0
