timeslot;time of day;heatGenerationCoefficientSpaceHeating;heatGenerationCoefficientDHW;temperatureBufferStorage;usableVolumeDHWTank;simulationResult_PVGeneration;simulationResult_RESGeneration;simulationResult_electricalLoad;simulationResult_SurplusPower;simulationResult_costs;Space Heating [W];DHW [W];Electricity [W];thermalDiscomfort;Outside Temperature [C];Price [Cent/kWh];COP (Space Heating);COP (DHW);numberOfStarts_HP;HP_isRunning
1;00:00;0.0;0.24;21.59;135.01;0.0;0.0;852.02;-852.02;4.26;2105.9;0.0;144.1;0.0;-1.1;10.0;4.24;1.54;0.0;0.0
2;00:30;0.0;0.0;21.4;134.58;0.0;0.0;142.39;-142.39;0.71;2426.0;0.0;142.4;0.1;-1.1;10.0;4.24;1.54;0.0;0.0
3;01:00;1.0;0.0;22.15;134.15;0.0;0.0;3143.55;-3143.55;18.7;2791.0;0.0;143.6;0.0;-1.1;11.9;4.24;1.54;0.0;0.0
4;01:30;0.2;0.0;22.09;133.72;0.0;0.0;747.7;-747.7;4.45;3274.0;0.0;147.7;0.0;-1.1;11.9;4.24;1.54;0.0;0.0
5;02:00;0.52;0.0;22.33;133.29;0.0;0.0;1706.12;-1706.12;8.19;3514.0;0.0;144.0;0.0;-1.15;9.6;4.23;1.53;0.0;0.0
6;02:30;0.49;0.0;22.53;132.86;0.0;0.0;1609.23;-1609.23;7.72;3500.3;0.0;138.1;0.03;-1.25;9.6;4.22;1.52;0.0;0.0
7;03:00;0.5;0.0;22.75;132.43;0.0;0.0;1635.67;-1635.67;6.38;3462.2;0.0;128.8;0.25;-1.28;7.8;4.21;1.51;0.0;0.0
8;03:30;0.5;0.0;22.97;132.0;0.0;0.0;1606.3;-1606.3;6.26;3383.3;0.0;120.0;0.47;-1.23;7.8;4.22;1.52;0.0;0.0
9;04:00;0.47;0.0;23.16;131.57;0.0;0.0;1551.44;-1551.44;6.75;3422.1;0.0;139.0;0.66;-1.18;8.7;4.23;1.53;0.0;0.0
10;04:30;0.48;0.0;23.35;131.14;0.0;0.0;1629.75;-1629.75;7.09;3550.7;0.0;188.7;0.85;-1.13;8.7;4.24;1.54;0.0;0.0
11;05:00;0.28;0.0;23.35;130.71;0.0;0.0;1444.31;-1444.31;6.5;3580.8;0.0;591.3;0.85;-1.05;9.0;4.25;1.55;0.0;0.0
12;05:30;0.29;0.0;23.35;130.28;0.0;0.0;2237.99;-2237.99;10.07;3639.9;0.0;1374.7;0.85;-0.95;9.0;4.27;1.57;0.0;0.0
13;06:00;0.29;0.0;23.35;129.85;0.0;0.0;2671.98;-2671.98;24.72;3742.4;0.0;1787.6;0.85;-0.88;18.5;4.28;1.58;0.0;0.0
14;06:30;0.32;0.0;23.35;129.42;0.0;0.0;2786.74;-2786.74;25.78;4057.5;0.0;1830.8;0.85;-0.83;18.5;4.29;1.59;0.0;0.0
15;07:00;0.0;0.0;23.03;119.94;0.0;0.0;1525.68;-1525.68;24.87;4185.7;945.2;1525.7;0.53;-0.8;32.6;4.3;1.6;0.0;0.0
16;07:30;0.0;0.0;22.7;110.93;0.0;0.0;865.83;-865.83;14.11;4162.5;897.6;865.8;0.2;-0.8;32.6;4.3;1.6;0.0;0.0
17;08:00;0.34;0.0;22.7;110.5;0.0;0.0;1545.06;-1545.06;21.94;4350.0;0.0;523.1;0.2;-0.78;28.4;4.3;1.6;0.0;0.0
18;08:30;0.38;0.0;22.7;110.06;0.0;0.0;1662.9;-1662.9;23.61;4894.0;0.0;516.8;0.2;-0.73;28.4;4.31;1.61;0.0;0.0
