timeslot;time of day;heatGenerationCoefficientSpaceHeating;heatGenerationCoefficientDHW;chargingPowerEV;temperatureBufferStorage;usableVolumeDHWTank;simulationResult_SOCofEV;simulationResult_energyLevelOfEV;simulationResult_PVGeneration;simulationResult_RESGeneration;simulationResult_electricalLoad;simulationResult_SurplusPower;simulationResult_costs;Space Heating [W];DHW [W];Electricity [W];Availability of the EV;Energy Consumption of the EV;thermalDiscomfort;Outside Temperature [C];Price [Cent/kWh];COP (Space Heating);COP (DHW);numberOfStarts_HP;HP_isRunning
1;00:00;0.0;0.2;4700.0;21.52;133.42;43.49;26.09;0.0;0.0;5419.4;-5419.4;27.1;2958.1;0.0;119.4;1.0;0.0;0.0;-1.1;10.0;4.24;1.54;0.0;0.0
2;00:30;0.0;0.0;0.0;21.28;132.99;43.49;26.09;0.0;0.0;133.18;-133.18;0.67;3080.6;0.0;133.2;1.0;0.0;0.22;-1.1;10.0;4.24;1.54;0.0;0.0
3;01:00;1.0;0.0;0.0;22.01;132.56;43.49;26.09;0.0;0.0;3132.13;-3132.13;18.64;3100.9;0.0;132.1;1.0;0.0;0.0;-1.1;11.9;4.24;1.54;0.0;0.0
4;01:30;0.0;0.2;0.0;21.78;140.98;43.49;26.09;0.0;0.0;715.22;-715.22;4.26;3011.9;0.0;115.2;1.0;0.0;0.0;-1.1;11.9;4.24;1.54;0.0;0.0
5;02:00;0.43;0.0;3014.6;21.96;140.55;45.72;27.43;0.0;0.0;4428.91;-4428.91;21.26;3147.4;0.0;113.4;1.0;0.0;0.0;-1.15;9.6;4.23;1.53;0.0;0.0
6;02:30;0.49;0.0;3014.6;22.16;140.12;47.96;28.77;0.0;0.0;4621.42;-4621.42;22.18;3522.7;0.0;127.8;1.0;0.0;0.0;-1.25;9.6;4.22;1.52;0.0;0.0
7;03:00;0.0;0.22;0.0;21.89;149.43;47.96;28.77;0.0;0.0;810.98;-810.98;3.16;3502.3;0.0;137.1;1.0;0.0;0.0;-1.28;7.8;4.21;1.51;0.0;0.0
8;03:30;0.47;0.0;0.0;22.11;149.0;47.96;28.77;0.0;0.0;1550.43;-1550.43;6.05;3058.8;0.0;141.0;1.0;0.0;0.0;-1.23;7.8;4.22;1.52;0.0;0.0
9;04:00;0.44;0.0;1856.41;22.3;148.56;49.33;29.6;0.0;0.0;3723.52;-3723.52;16.2;3040.6;0.0;544.9;1.0;0.0;0.0;-1.18;8.7;4.23;1.53;0.0;0.0
10;04:30;0.0;0.2;0.0;22.03;156.96;49.33;29.6;0.0;0.0;1976.44;-1976.44;8.6;3477.2;0.0;1376.4;1.0;0.0;0.0;-1.13;8.7;4.24;1.54;0.0;0.0
11;05:00;0.31;0.0;0.0;22.03;156.53;49.33;29.6;0.0;0.0;2612.19;-2612.19;11.75;3901.7;0.0;1683.7;1.0;0.0;0.0;-1.05;9.0;4.25;1.55;0.0;0.0
12;05:30;0.34;0.0;0.0;22.03;156.1;49.33;29.6;0.0;0.0;2451.55;-2451.55;11.03;4313.4;0.0;1430.5;1.0;0.0;0.0;-0.95;9.0;4.27;1.57;0.0;0.0
