timeslot;time of day;heatGenerationCoefficientSpaceHeating;temperatureBufferStorage;simulationResult_PVGeneration;simulationResult_RESGeneration;simulationResult_electricalLoad;simulationResult_SurplusPower;simulationResult_costs;Space Heating [W];Electricity [W];thermalDiscomfort;Outside Temperature [C];Price [Cent/kWh];COP (Space Heating);numberOfStarts_HP;HP_isRunning
1;00:00;0.87;22.28;0.0;0.0;14628.15;-14628.15;73.14;10324.8;1644.2;0.0;-1.1;10.0;4.24;0.0;0.0
2;00:30;0.89;22.8;0.0;0.0;14867.42;-14867.42;74.34;12675.3;1530.9;0.3;-1.1;10.0;4.24;0.0;0.0
3;01:00;0.2;22.79;0.0;0.0;4397.11;-4397.11;26.16;13610.8;1397.1;0.29;-1.1;11.9;4.24;0.0;0.0
4;01:30;0.2;22.78;0.0;0.0;4241.29;-4241.29;25.24;13033.5;1241.3;0.28;-1.1;11.9;4.24;0.0;0.0
5;02:00;0.23;22.8;0.0;0.0;4728.28;-4728.28;22.7;12683.8;1290.3;0.3;-1.15;9.6;4.23;0.0;0.0
6;02:30;0.2;22.8;0.0;0.0;4595.69;-4595.69;22.06;12577.5;1558.2;0.3;-1.25;9.6;4.22;0.0;0.0
7;03:00;0.22;22.8;0.0;0.0;5122.52;-5122.52;19.98;13554.7;1849.5;0.3;-1.28;7.8;4.21;0.0;0.0
8;03:30;0.2;22.76;0.0;0.0;5165.88;-5165.88;20.15;15690.2;2165.9;0.26;-1.23;7.8;4.22;0.0;0.0
9;04:00;0.2;22.7;0.0;0.0;6411.96;-6411.96;27.89;17259.1;3412.0;0.2;-1.18;8.7;4.23;0.0;0.0
10;04:30;0.42;22.8;0.0;0.0;11906.91;-11906.91;51.8;18222.5;5651.9;0.3;-1.13;8.7;4.24;0.0;0.0
11;05:00;0.32;22.8;0.0;0.0;11386.51;-11386.51;51.24;20384.5;6538.5;0.3;-1.05;9.0;4.25;0.0;0.0
12;05:30;0.38;22.8;0.0;0.0;11612.43;-11612.43;52.26;23828.0;5978.4;0.3;-0.95;9.0;4.27;0.0;0.0
