timeslot;time of day;heatGenerationCoefficientSpaceHeating;heatGenerationCoefficientDHW;temperatureBufferStorage;usableVolumeDHWTank;simulationResult_PVGeneration;simulationResult_RESGeneration;simulationResult_electricalLoad;simulationResult_SurplusPower;simulationResult_costs;Space Heating [W];DHW [W];Electricity [W];thermalDiscomfort;Outside Temperature [C];Price [Cent/kWh];COP (Space Heating);COP (DHW);numberOfStarts_HP;HP_isRunning
1;00:00;0.0;0.2;21.57;133.42;0.0;0.0;734.06;-734.06;3.67;2367.8;0.0;134.1;0.0;-1.1;10.0;4.24;1.54;0.0;0.0
2;00:30;0.0;0.0;21.37;132.99;0.0;0.0;133.4;-133.4;0.67;2555.8;0.0;133.4;0.13;-1.1;10.0;4.24;1.54;0.0;0.0
3;01:00;1.0;0.0;22.13;132.56;0.0;0.0;3133.58;-3133.58;18.64;2689.3;0.0;133.6;0.0;-1.1;11.9;4.24;1.54;0.0;0.0
4;01:30;0.2;0.0;22.1;132.13;0.0;0.0;732.91;-732.91;4.36;2840.1;0.0;132.9;0.0;-1.1;11.9;4.24;1.54;0.0;0.0
5;02:00;0.2;0.0;22.07;131.7;0.0;0.0;733.35;-733.35;3.52;2974.9;0.0;133.4;0.0;-1.15;9.6;4.23;1.53;0.0;0.0
6;02:30;0.2;0.0;22.02;131.27;0.0;0.0;732.2;-732.2;3.51;3114.6;0.0;132.2;0.0;-1.25;9.6;4.22;1.52;0.0;0.0
7;03:00;0.75;0.0;22.5;130.84;0.0;0.0;2383.04;-2383.04;9.29;3207.3;0.0;133.0;0.0;-1.28;7.8;4.21;1.51;0.0;0.0
8;03:30;0.64;0.0;22.87;130.41;0.0;0.0;2068.75;-2068.75;8.07;3286.9;0.0;133.8;0.37;-1.23;7.8;4.22;1.52;0.0;0.0
9;04:00;0.59;0.0;23.18;129.98;0.0;0.0;1911.45;-1911.45;8.31;3371.5;0.0;143.4;0.68;-1.18;8.7;4.23;1.53;0.0;0.0
10;04:30;0.27;0.0;23.18;129.55;0.0;0.0;979.35;-979.35;4.26;3400.8;0.0;166.2;0.68;-1.13;8.7;4.24;1.54;0.0;0.0
11;05:00;0.6;0.0;23.49;129.12;0.0;0.0;2436.74;-2436.74;10.97;3498.9;0.0;638.0;0.99;-1.05;9.0;4.25;1.55;0.0;0.0
12;05:30;0.0;0.2;23.22;137.69;0.0;0.0;2171.0;-2171.0;9.77;3539.6;0.0;1571.0;0.72;-0.95;9.0;4.27;1.57;0.0;0.0
