timeslot;time of day;heatGenerationCoefficientSpaceHeating;heatGenerationCoefficientDHW;temperatureBufferStorage;usableVolumeDHWTank;simulationResult_PVGeneration;simulationResult_RESGeneration;simulationResult_electricalLoad;simulationResult_SurplusPower;simulationResult_costs;Space Heating [W];DHW [W];Electricity [W];thermalDiscomfort;Outside Temperature [C];Price [Cent/kWh];COP (Space Heating);COP (DHW);numberOfStarts_HP;HP_isRunning
1;00:00;0.0;0.2;21.6;133.42;0.0;0.0;729.57;-729.57;3.65;1952.6;0.0;129.6;0.0;-1.1;10.0;4.24;1.54;0.0;0.0
2;00:30;0.0;0.0;21.42;132.99;0.0;0.0;122.91;-122.91;0.61;2205.0;0.0;122.9;0.08;-1.1;10.0;4.24;1.54;0.0;0.0
3;01:00;0.0;0.0;21.24;132.56;0.0;0.0;124.91;-124.91;0.74;2416.3;0.0;124.9;0.26;-1.1;11.9;4.24;1.54;0.0;0.0
4;01:30;1.0;0.0;22.02;132.13;0.0;0.0;3133.17;-3133.17;18.64;2494.1;0.0;133.2;0.0;-1.1;11.9;4.24;1.54;0.0;0.0
5;02:00;0.2;0.0;22.0;131.7;0.0;0.0;735.75;-735.75;3.53;2684.5;0.0;135.7;0.0;-1.15;9.6;4.23;1.53;0.0;0.0
6;02:30;0.2;0.0;21.97;131.27;0.0;0.0;727.9;-727.9;3.49;2875.4;0.0;127.9;0.0;-1.25;9.6;4.22;1.52;0.0;0.0
7;03:00;0.74;0.0;22.46;130.84;0.0;0.0;2352.6;-2352.6;9.18;2933.0;0.0;117.6;0.0;-1.28;7.8;4.21;1.51;0.0;0.0
8;03:30;0.0;0.76;22.24;163.41;0.0;0.0;2376.03;-2376.03;9.27;2837.7;0.0;105.6;0.0;-1.23;7.8;4.22;1.52;0.0;0.0
9;04:00;0.56;0.0;22.55;162.98;0.0;0.0;1771.77;-1771.77;7.71;2957.0;0.0;101.8;0.05;-1.18;8.7;4.23;1.53;0.0;0.0
10;04:30;0.27;0.0;22.55;162.55;0.0;0.0;917.46;-917.46;3.99;3383.4;0.0;108.4;0.05;-1.13;8.7;4.24;1.54;0.0;0.0
11;05:00;0.57;0.0;22.84;162.12;0.0;0.0;1816.98;-1816.98;8.18;3433.2;0.0;116.9;0.34;-1.05;9.0;4.25;1.55;0.0;0.0
12;05:30;0.62;0.0;23.21;161.69;0.0;0.0;1981.25;-1981.25;8.92;3058.3;0.0;132.2;0.71;-0.95;9.0;4.27;1.57;0.0;0.0
13;06:00;0.25;0.0;23.21;161.26;0.0;0.0;1212.3;-1212.3;11.21;3113.4;0.0;474.8;0.71;-0.88;18.5;4.28;1.58;0.0;0.0
14;06:30;0.28;0.0;23.21;160.83;0.0;0.0;2010.23;-2010.23;18.59;3516.9;0.0;1180.2;0.71;-0.83;18.5;4.29;1.59;0.0;0.0
15;07:00;0.0;0.0;22.88;158.51;0.0;0.0;1497.56;-1497.56;24.41;4272.4;196.7;1497.6;0.38;-0.8;32.6;4.3;1.6;0.0;0.0
