timeslot;time of day;heatGenerationCoefficientSpaceHeating;heatGenerationCoefficientDHW;chargingPowerEV;temperatureBufferStorage;usableVolumeDHWTank;simulationResult_SOCofEV;simulationResult_energyLevelOfEV;simulationResult_PVGeneration;simulationResult_RESGeneration;simulationResult_electricalLoad;simulationResult_SurplusPower;simulationResult_costs;Space Heating [W];DHW [W];Electricity [W];Availability of the EV;Energy Consumption of the EV;thermalDiscomfort;Outside Temperature [C];Price [Cent/kWh];COP (Space Heating);COP (DHW);numberOfStarts_HP;HP_isRunning
1;00:00;0.0;0.2;4700.0;21.57;133.42;43.49;26.09;0.0;0.0;5434.06;-5434.06;27.17;2367.8;0.0;134.1;1.0;0.0;0.0;-1.1;10.0;4.24;1.54;0.0;0.0
2;00:30;0.0;0.0;0.0;21.37;132.99;43.49;26.09;0.0;0.0;133.4;-133.4;0.67;2555.8;0.0;133.4;1.0;0.0;0.13;-1.1;10.0;4.24;1.54;0.0;0.0
3;01:00;1.0;0.0;0.0;22.13;132.56;43.49;26.09;0.0;0.0;3133.58;-3133.58;18.64;2689.3;0.0;133.6;1.0;0.0;0.0;-1.1;11.9;4.24;1.54;0.0;0.0
4;01:30;0.2;0.0;0.0;22.1;132.13;43.49;26.09;0.0;0.0;732.91;-732.91;4.36;2840.1;0.0;132.9;1.0;0.0;0.0;-1.1;11.9;4.24;1.54;0.0;0.0
5;02:00;0.39;0.0;0.0;22.25;131.7;43.49;26.09;0.0;0.0;1296.95;-1296.95;6.23;2974.9;0.0;133.4;1.0;0.0;0.0;-1.15;9.6;4.23;1.53;0.0;0.0
6;02:30;0.39;0.0;0.0;22.38;131.27;43.49;26.09;0.0;0.0;1295.79;-1295.79;6.22;3114.6;0.0;132.2;1.0;0.0;0.0;-1.25;9.6;4.22;1.52;0.0;0.0
7;03:00;0.0;0.2;0.0;22.14;139.51;43.49;26.09;0.0;0.0;733.04;-733.04;2.86;3207.3;0.0;133.0;1.0;0.0;0.0;-1.28;7.8;4.21;1.51;0.0;0.0
8;03:30;0.2;0.0;0.0;22.07;139.08;43.49;26.09;0.0;0.0;733.75;-733.75;2.86;3286.9;0.0;133.8;1.0;0.0;0.0;-1.23;7.8;4.22;1.52;0.0;0.0
9;04:00;0.68;0.0;0.0;22.48;138.65;43.49;26.09;0.0;0.0;2190.38;-2190.38;9.53;3371.5;0.0;143.4;1.0;0.0;0.0;-1.18;8.7;4.23;1.53;0.0;0.0
10;04:30;0.63;0.0;0.0;22.83;138.22;43.49;26.09;0.0;0.0;2062.3;-2062.3;8.97;3400.8;0.0;166.2;1.0;0.0;0.33;-1.13;8.7;4.24;1.54;0.0;0.0
11;05:00;0.34;0.0;0.0;22.88;137.79;43.49;26.09;0.0;0.0;1646.82;-1646.82;7.41;3498.9;0.0;638.0;1.0;0.0;0.38;-1.05;9.0;4.25;1.55;0.0;0.0
12;05:30;0.28;0.0;0.0;22.88;137.36;43.49;26.09;0.0;0.0;2410.74;-2410.74;10.85;3539.6;0.0;1571.0;1.0;0.0;0.38;-0.95;9.0;4.27;1.57;0.0;0.0
13;06:00;0.31;0.0;0.0;22.88;133.9;43.49;26.09;0.0;0.0;2838.95;-2838.95;26.26;3890.8;315.9;1919.9;0.5;0.0;0.38;-0.88;18.5;4.28;1.58;0.0;0.0
14;06:30;0.35;0.0;0.0;22.88;133.47;43.0;25.8;0.0;0.0;2709.87;-2709.87;25.07;4519.4;0.0;1646.3;0.0;1045849.8023715417;0.38;-0.83;18.5;4.29;1.59;0.0;0.0
