timeslot;time of day;simulationResult_electricalLoad_combined;simulationResult_RESGeneration_combined;simulationResult_PVGeneration_combined;simulationResult_SurplusEnergy_combined;simulationResult_costs_combined
1;00:00;110177.16;0.0;0.0;0.0;550.89
2;00:30;115157.63;0.0;0.0;0.0;575.79
3;01:00;14328.15;0.0;0.0;0.0;85.25
4;01:30;22349.46;0.0;0.0;0.0;132.98
5;02:00;115157.49;0.0;0.0;0.0;552.76
6;02:30;115156.86;0.0;0.0;0.0;552.75
7;03:00;115157.61;0.0;0.0;0.0;449.11
8;03:30;115157.95;0.0;0.0;0.0;449.12
9;04:00;115157.37;0.0;0.0;0.0;500.93
10;04:30;115155.58;0.0;0.0;0.0;500.93
11;05:00;115157.28;0.0;0.0;0.0;518.21
12;05:30;115157.46;0.0;0.0;0.0;518.21
13;06:00;114140.42;0.0;0.0;0.0;1055.8
14;06:30;115157.98;0.0;0.0;0.0;1065.21
15;07:00;56256.53;0.0;0.0;0.0;916.98
16;07:30;47757.17;0.0;0.0;0.0;778.44
17;08:00;89037.3;0.0;0.0;0.0;1264.33
18;08:30;109778.04;0.0;0.0;0.0;1558.85
19;09:00;115156.73;0.0;0.0;0.0;1537.34
20;09:30;115158.78;0.0;0.0;0.0;1537.37
21;10:00;115157.35;0.0;0.0;0.0;1548.87
22;10:30;115157.08;0.0;0.0;0.0;1548.86
23;11:00;115158.05;0.0;0.0;0.0;1733.13
24;11:30;115157.63;0.0;0.0;0.0;1733.12
25;12:00;115157.31;0.0;0.0;0.0;1698.57
26;12:30;115157.57;0.0;0.0;0.0;1698.57
27;13:00;115158.31;0.0;0.0;0.0;1635.25
28;13:30;115155.32;0.0;0.0;0.0;1635.21
29;14:00;115158.27;0.0;0.0;0.0;1589.18
30;14:30;115159.07;0.0;0.0;0.0;1589.2
31;15:00;115157.88;0.0;0.0;0.0;1606.45
32;15:30;115157.84;0.0;0.0;0.0;1606.45
33;16:00;115157.05;0.0;0.0;0.0;1640.99
34;16:30;115157.61;0.0;0.0;0.0;1641.0
35;17:00;61025.33;0.0;0.0;0.0;973.35
36;17:30;60688.93;0.0;0.0;0.0;967.99
37;18:00;70815.72;0.0;0.0;0.0;1104.73
38;18:30;64727.32;0.0;0.0;0.0;1009.75
39;19:00;66080.33;0.0;0.0;0.0;1053.98
40;19:30;79037.32;0.0;0.0;0.0;1260.65
41;20:00;115157.67;0.0;0.0;0.0;1641.0
42;20:30;121241.71;0.0;0.0;0.0;1727.69
43;21:00;125851.05;0.0;0.0;0.0;1579.43
44;21:30;108015.47;0.0;0.0;0.0;1355.59
45;22:00;79206.85;0.0;0.0;0.0;792.07
46;22:30;56046.8;0.0;0.0;0.0;560.47
47;23:00;79558.55;0.0;0.0;0.0;521.11
48;23:30;65650.53;0.0;0.0;0.0;430.01
