timeslot;time of day;simulationResult_electricalLoad_combined;simulationResult_RESGeneration_combined;simulationResult_PVGeneration_combined;simulationResult_SurplusEnergy_combined;simulationResult_costs_combined
1;00:00;80075.15;0.0;0.0;0.0;-60.06
2;00:30;101238.5;0.0;0.0;0.0;-75.93
3;01:00;129407.4;0.0;0.0;0.0;-239.4
4;01:30;129407.07;0.0;0.0;0.0;-239.4
5;02:00;129407.15;0.0;0.0;0.0;-368.81
6;02:30;129407.15;0.0;0.0;0.0;-368.81
7;03:00;129407.15;0.0;0.0;0.0;-433.51
8;03:30;129407.93;0.0;0.0;0.0;-433.52
9;04:00;129405.99;0.0;0.0;0.0;-368.81
10;04:30;129409.42;0.0;0.0;0.0;-368.82
11;05:00;129406.47;0.0;0.0;0.0;-148.82
12;05:30;129408.79;0.0;0.0;0.0;-148.82
13;06:00;129407.01;0.0;0.0;0.0;-1721.11
14;06:30;129407.26;0.0;0.0;0.0;-1721.12
15;07:00;129408.44;0.0;0.0;0.0;-1197.03
16;07:30;129406.8;0.0;0.0;0.0;-1197.01
17;08:00;129408.2;0.0;0.0;0.0;-549.98
18;08:30;129406.62;0.0;0.0;0.0;-549.98
19;09:00;129406.07;0.0;0.0;0.0;-6.47
20;09:30;129408.82;0.0;0.0;0.0;-6.47
21;10:00;129406.38;0.0;0.0;0.0;258.81
22;10:30;129406.22;0.0;0.0;0.0;258.81
23;11:00;49296.37;0.0;0.0;0.0;204.58
24;11:30;83496.86;0.0;0.0;0.0;346.51
25;12:00;129408.0;0.0;0.0;0.0;459.4
26;12:30;129406.79;0.0;0.0;0.0;459.39
27;13:00;129407.41;0.0;0.0;0.0;-110.0
28;13:30;129408.25;0.0;0.0;0.0;-110.0
29;14:00;129406.65;0.0;0.0;0.0;-110.0
30;14:30;129407.97;0.0;0.0;0.0;-110.0
31;15:00;129406.13;0.0;0.0;0.0;-219.99
32;15:30;129406.75;0.0;0.0;0.0;-219.99
33;16:00;129408.59;0.0;0.0;0.0;-64.7
34;16:30;129407.04;0.0;0.0;0.0;-64.7
35;17:00;53318.53;0.0;0.0;0.0;317.25
36;17:30;54466.96;0.0;0.0;0.0;324.08
37;18:00;121569.22;0.0;0.0;0.0;595.69
38;18:30;58670.3;0.0;0.0;0.0;287.48
39;19:00;52299.76;0.0;0.0;0.0;347.79
40;19:30;45707.51;0.0;0.0;0.0;303.95
41;20:00;107491.49;0.0;0.0;0.0;429.97
42;20:30;102695.94;0.0;0.0;0.0;410.78
43;21:00;95972.0;0.0;0.0;0.0;369.49
44;21:30;129408.43;0.0;0.0;0.0;498.22
45;22:00;49737.4;0.0;0.0;0.0;213.87
46;22:30;44156.08;0.0;0.0;0.0;189.87
47;23:00;129407.88;0.0;0.0;0.0;-232.93
48;23:30;129407.03;0.0;0.0;0.0;-232.93
